cost,quality,discharge,income,incomeval,costval,provider_id,provider
0.026315789,0,0.024671053,0,0,0,450586,SEYMOUR HOSPITAL
0.030592105,0.408881579,0.024671053,0,0,0,50192,ADVENTIST MEDICAL CENTER - REEDLEY
0.034868421,0.668421053,0.025328947,0,0,0,150166,PINNACLE HOSPITAL
0.019736842,0.96875,0.025328947,0,0,0,500148,CONFLUENCE HEALTH- WENATCHEE VALLEY HOSP & CLINICS
0.052302632,0.934210526,0.025986842,0,0,0,30130,BANNER IRONWOOD MEDICAL CENTER
0.039144737,0.970065789,0.026315789,0,0,0,370228,"BAILEY MEDICAL CENTER, LLC"
0.053947368,0.653947368,0.026315789,0,0,0,50423,PALO VERDE HOSPITAL
0.060855263,0.429276316,0.026973684,0,0,0,50067,OAK VALLEY DISTRICT HOSPITAL
0.048684211,0.535526316,0.026973684,0,0,0,50076,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO
0.015789474,0,0.026973684,0,0,0,330144,"IRA DAVENPORT MEMORIAL HOSPITAL, INC"
0.017105263,0.868092105,0.027960526,0,0,0,140300,PROVIDENT HOSPITAL OF CHICAGO
0.014802632,0.983881579,0.028289474,0,0,0,670076,HERITAGE PARK SURGICAL HOSPITAL
0.027960526,0.940460526,0.028618421,0,0,0,450755,COVENANT HOSPITAL LEVELLAND
0.041776316,0.498026316,0.028618421,0,0,0,50411,KAISER FOUNDATION HOSPITAL - SOUTH BAY
0.030921053,0.694078947,0.029276316,0,0,0,190079,ST CHARLES PARISH HOSPITAL
0.033223684,0.429934211,0.029605263,0,0,0,50561,KAISER FOUNDATION HOSPITAL - WEST LA
0.03125,0.943421053,0.029934211,0,0,0,190308,ST BERNARD PARISH HOSPITAL
0.031907895,0.975986842,0.029934211,0,0,0,170109,MIAMI COUNTY MEDICAL CENTER
0.020065789,0.901973684,0.030592105,0,0,0,370171,W W HASTINGS INDIAN HOSPITAL
0.024671053,0.55625,0.030592105,0,0,0,420011,CANNON MEMORIAL HOSPITAL
0.054276316,0.980263158,0.03125,0,0,0,670046,USMD HOSPITAL  AT FORT WORTH LP
0.040789474,0.868092105,0.031578947,0,0,0,260207,OZARKS COMMUNITY HOSPITAL
0.047368421,0,0.031578947,0,0,0,450214,GULF COAST MEDICAL CENTER
0.024013158,0.498026316,0.032236842,0,0,0,190011,UNIVERSITY HEALTH CONWAY
0.023355263,0.920723684,0.032236842,0,0,0,190151,RICHARDSON MEDICAL CENTER
0.044078947,0.052631579,0.032894737,0,0,0,50072,KAISER FOUNDATION HOSPITAL - WALNUT CREEK
0.027302632,0.624013158,0.033223684,0,0,0,510072,WETZEL COUNTY HOSPITAL
0.037171053,0.883552632,0.033223684,0,0,0,230174,NORTH OTTAWA COMMUNITY HEALTH CENTER
0.025328947,0.989802632,0.033223684,0,0,0,170190,MANHATTAN SURGICAL HOSPITAL LLC
0.073684211,0.953947368,0.034210526,0,0,0,190201,LAKE AREA MEDICAL CENTER
0.020394737,0,0.034210526,0,0,0,450498,STEPHENS MEMORIAL HOSPITAL
0.082894737,0.983881579,0.034868421,0,0,0,190303,CYPRESS POINTE SURGICAL HOSPITAL
0.073355263,0.971381579,0.034868421,0,0,0,670054,FOUNDATION SURGICAL HOSPITAL OF SAN ANTONIO
0.025657895,0.997039474,0.034868421,0,0,0,440032,WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL
0.039473684,0.949342105,0.035855263,0,0,0,670069,METHODIST MCKINNEY HOSPITAL
0.049342105,0.954934211,0.036184211,0,0,0,50714,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ
0.032565789,0.313815789,0.036184211,0,0,0,460019,UINTAH BASIN MEDICAL CENTER
0.032236842,0.938486842,0.036842105,0,0,0,240006,OLMSTED MEDICAL CENTER
0.012828947,0.983881579,0.036842105,0,0,0,170198,"SUMMIT SURGICAL, LLC"
0.085526316,0.767763158,0.036842105,0,0,0,50528,MEMORIAL HOSPITAL LOS BANOS
0.035855263,0.639473684,0.037828947,0,0,0,390184,HIGHLANDS HOSPITAL
0.035197368,0.465460526,0.037828947,0,0,0,50139,KAISER FOUNDATION HOSPITAL - DOWNEY
0.04375,0.653289474,0.038486842,0,0,0,500060,CASCADE VALLEY HOSPITAL
0.041447368,0.974671053,0.038486842,0,0,0,390321,SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH
0.035526316,0.970065789,0.038486842,0,0,0,460026,SEVIER VALLEY MEDICAL CENTER
0.081578947,0.534868421,0.039473684,0,0,0,50745,CHAPMAN GLOBAL MEDICAL CENTER
0.019407895,0.989802632,0.039802632,0,0,0,390323,ADVANCED SURGICAL HOSPITAL
0.028289474,0.989802632,0.040131579,0,0,0,390324,PHYSICIAN'S CARE SURGICAL HOSPITAL
0.062171053,0.971381579,0.040131579,0,0,0,370236,INTEGRIS HEALTH EDMOND
0.036184211,0.965131579,0.040131579,0,0,0,370180,CHICKASAW NATION MEDICAL CENTER
0.019078947,0.965131579,0.040131579,0,0,0,360355,"OHIO VALLEY MEDICAL CENTER, LLC"
0.015460526,0,0.040131579,0,0,0,450620,DIMMIT REGIONAL HOSPITAL
0.016118421,0.980263158,0.041776316,0,0,0,520196,OAKLEAF SURGICAL HOSPITAL
0.129276316,0.879276316,0.041776316,0,0,0,450877,FOUNDATION SURGICAL HOSPITAL OF EL PASO
0.032894737,0.934210526,0.041776316,0,0,0,10008,CRENSHAW COMMUNITY HOSPITAL
0.050657895,0.555592105,0.042763158,0,0,0,530032,EVANSTON REGIONAL HOSPITAL
0.051644737,0.219078947,0.043092105,0,0,0,50512,KAISER FOUNDATION HOSPITAL - FREMONT
0.040131579,0.923355263,0.043092105,0,0,0,360148,POMERENE HOSPITAL
0.044736842,0.839144737,0.04375,0,0,0,390112,WINDBER HOSPITAL
0.026644737,0.9375,0.044078947,0,0,0,270087,THE HEALTHCENTER
0.05625,0.995394737,0.044078947,0,0,0,100048,JAY HOSPITAL
0.049671053,0.313815789,0.044736842,0,0,0,500084,VALLEY GENERAL HOSPITAL
0.040460526,0.640789474,0.044736842,0,0,0,240022,SANFORD  WORTHINGTON MEDICAL CENTER
0.030263158,0.9625,0.045394737,0,0,0,450399,BROWNFIELD REGIONAL MEDICAL CENTER
0.039802632,0.929934211,0.045723684,0,0,0,420066,LAKE CITY COMMUNITY HOSPITAL
0.029276316,0.989802632,0.046052632,0,0,0,390316,SURGICAL INSTITUTE OF READING
0.058552632,0.998026316,0.046052632,0,0,0,190266,THE NEUROMEDICAL CENTER HOSPITAL
0.033881579,0.941776316,0.046710526,0,0,0,190184,CITIZENS MEDICAL CENTER
0.053618421,0.825657895,0.047039474,0,0,0,170074,GEARY COMMUNITY HOSPITAL
0.028947368,0.954605263,0.047368421,0,0,0,110100,JEFFERSON HOSPITAL
0.070723684,0.995723684,0.047697368,0,0,0,340084,CAROLINAS HEALTH CARE SYSTEM ANSON
0.055921053,0.605921053,0.048026316,0,0,0,110146,SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS
0.105592105,0.313815789,0.048355263,0,0,0,50747,SOUTH COAST GLOBAL MEDICAL CENTER
0.055263158,0.923355263,0.048355263,0,0,0,380029,SILVERTON HOSPITAL
0.047039474,0.929276316,0.048355263,0,0,0,460054,CACHE VALLEY  HOSPITAL
0.064144737,0.891776316,0.048355263,0,0,0,150165,FRANCISCAN HEALTHCARE - MUNSTER
0.068092105,0.855263158,0.048355263,0,0,0,20008,BARTLETT REGIONAL HOSPITAL
0.042105263,0.839144737,0.05,0,0,0,390008,ELLWOOD CITY HOSPITAL
0.063157895,0.961513158,0.050328947,0,0,0,60049,YAMPA VALLEY MEDICAL CENTER
0.075986842,0.971381579,0.050328947,0,0,0,190270,SOUTHERN SURGICAL HOSPITAL
0.025,0.974013158,0.050328947,0,0,0,270086,GREAT FALLS CLINIC MEDICAL CENTER
0.067434211,0.237828947,0.051315789,0,0,0,50315,KERN MEDICAL CENTER
0.045394737,0.573026316,0.051644737,0,0,0,170150,SOUTH CENTRAL KS  MED CENTER
0.043421053,0.983881579,0.051644737,0,0,0,390327,WELLSPAN SURGERY AND REHABILITATION HOSPITAL
0.054605263,0.816447368,0.051644737,0,0,0,30068,MT GRAHAM REGIONAL MEDICAL CENTER
0.049013158,0.896052632,0.051644737,0,0,0,230085,SOUTH HAVEN COMMUNITY HOSPITAL
0.052631579,0.929934211,0.052960526,0,0,0,110101,COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR
0.064473684,0.862171053,0.052960526,0,0,0,440131,BAPTIST MEMORIAL HOSPITAL TIPTON
0.045065789,0.925657895,0.053618421,0,0,0,510086,WELCH COMMUNITY HOSPITAL
0.050986842,0.947039474,0.053618421,0,0,0,450348,FALLS COMMUNITY HOSPITAL AND CLINIC
0.042763158,0.408881579,0.053618421,0,0,0,130025,MADISON MEMORIAL HOSPITAL
0.055592105,0,0.054605263,0,0,0,450235,MEMORIAL HOSPITAL
0.043092105,0,0.054934211,0,0,0,190145,LASALLE GENERAL HOSPITAL
0.084868421,0.478289474,0.055263158,0,0,0,50760,KAISER FOUNDATION HOSPITAL - ANTIOCH
0.088815789,0.767763158,0.055263158,0,0,0,500037,TOPPENISH COMMUNITY HOSPITAL
0.057894737,0.769407895,0.055263158,0,0,0,380005,ASANTE ASHLAND COMMUNITY HOSPITAL
0.048026316,0.799671053,0.05625,0,0,0,450219,SCOTT & WHITE HOSPITAL-LLANO
0.041118421,0.605921053,0.05625,0,0,0,380091,KAISER SUNNYSIDE MEDICAL CENTER
0.070065789,0.258223684,0.05625,0,0,0,270032,NORTHERN MONTANA HOSPITAL
0.05,0.015789474,0.057236842,0,0,0,30073,TUBA CITY REGIONAL HEALTH CARE CORPORATION
0.063486842,0.945723684,0.057236842,0,0,0,420072,HAMPTON REGIONAL MEDICAL CENTER
0.069407895,0.958552632,0.057894737,0,0,0,200025,PARKVIEW ADVENTIST MEDICAL CENTER
0.079605263,0.949342105,0.058223684,0,0,0,60096,VAIL VALLEY MEDICAL CENTER
0.059868421,0.888157895,0.058223684,0,0,0,110121,GRADY GENERAL HOSPITAL
0.072697368,0.237828947,0.058881579,0,0,0,50604,KAISER FOUNDATION HOSPITAL-SAN JOSE
0.086842105,0.04375,0.059210526,0,0,0,190005,CHARITY HOSPITAL & MEDICAL CENTER OF LOUISIANA AT
0.01875,0.162171053,0.059210526,0,0,0,160101,BROADLAWNS MEDICAL CENTER
0.065460526,0.386184211,0.059210526,0,0,0,380033,SACRED HEART UNIVERSITY DISTRICT
0.022697368,0.983881579,0.060197368,0,0,0,370212,OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SP
0.079934211,0.465460526,0.060526316,0,0,0,320030,ARTESIA GENERAL HOSPITAL
0.105921053,0.334868421,0.060855263,0,0,0,390090,WESTERN PENNSYLVANIA HOSPITAL
0.082236842,0.767763158,0.061184211,0,0,0,530011,MEMORIAL HOSPITAL SWEETWATER COUNTY
0.058881579,0.831907895,0.061513158,0,0,0,260061,NEVADA REGIONAL MEDICAL CENTER
0.046710526,0,0.061513158,0,0,0,450641,NOCONA GENERAL HOSPITAL
0.054934211,0.839144737,0.062171053,0,0,0,320089,UNM SANDOVAL REGIONAL MEDICAL CENTER
0.053289474,0.878947368,0.0625,0,0,0,250095,SOUTH SUNFLOWER COUNTY HOSPITAL
0.0625,0.9625,0.0625,0,0,0,450774,TOPS SURGICAL SPECIALTY HOSPITAL
0.065789474,0,0.0625,0,0,0,440016,BAPTIST MEMORIAL HOSPITAL HUNTINGDON
0.08125,0.945723684,0.063486842,0,0,0,60076,STERLING REGIONAL MEDCENTER
0.057236842,0.954934211,0.063486842,0,0,0,230078,"LAKELAND COMMUNITY HOSPITAL, WATERVLIET"
0.061842105,0.883552632,0.063486842,0,0,0,460058,RIVERTON HOSPITAL
0.078289474,0.789144737,0.064473684,0,0,0,180046,BOURBON COMMUNITY HOSPITAL
0.068421053,0.366776316,0.064473684,0,0,0,40074,NORTH METRO MEDICAL CENTER
0.052960526,0.515789474,0.064473684,0,0,0,110086,WASHINGTON COUNTY REGIONAL MEDICAL CENTER
0.046052632,0.989473684,0.065460526,0,0,0,190190,"CALDWELL MEMORIAL HOSPITAL, INC"
0.051973684,0.868092105,0.065789474,0,0,0,330132,TLC HEALTH NETWORK
0.066776316,0.874013158,0.066118421,0,0,0,150101,PARKVIEW WHITLEY HOSPITAL
0.058223684,0.968092105,0.066118421,0,0,0,450411,EASTLAND MEMORIAL HOSPITAL
0.071710526,0,0.066118421,0,0,0,450497,BOWIE MEMORIAL HOSPITAL
0.071381579,0.901973684,0.067105263,0,0,0,110135,TAYLOR REGIONAL HOSPITAL
0.036842105,0.958552632,0.067434211,0,0,0,460057,PARK CITY MEDICAL CENTER
0.095723684,0.996381579,0.067434211,0,0,0,440008,HENDERSON COUNTY COMMUNITY HOSPITAL
0.090789474,0.280592105,0.067434211,0,0,0,440159,DELTA MEDICAL CENTER
0.091447368,0.368421053,0.068421053,0,0,0,50515,KAISER FOUNDATION HOSPITAL - SAN DIEGO
0.056578947,0.533881579,0.068421053,0,0,0,40047,FIVE RIVERS MEDICAL CENTER
0.034210526,0.447368421,0.068421053,0,0,0,30071,FORT DEFIANCE INDIAN HOSPITAL
0.083881579,0.515789474,0.069407895,0,0,0,40019,FORREST CITY MEDICAL CENTER
0.135526316,0.146710526,0.069407895,0,0,0,30022,MARICOPA MEDICAL CENTER
0.108881579,0.180592105,0.069407895,0,0,0,50040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER
0.080263158,0.976973684,0.069407895,0,0,0,50766,SUTTER SURGICAL HOSPITAL - NORTH VALLEY
0.111184211,0.934210526,0.069407895,0,0,0,60044,COLORADO PLAINS MEDICAL CENTER
0.090460526,0.949342105,0.071052632,0,0,0,450090,NORTH TEXAS MEDICAL CENTER
0.092763158,0.409868421,0.071052632,0,0,0,60016,CENTURA HEALTH-ST THOMAS MORE HOSPITAL
0.060197368,0,0.071710526,0,0,0,140019,SHELBY MEMORIAL HOSPITAL
0.031578947,0.017105263,0.071710526,0,0,0,30084,CHINLE COMPREHENSIVE HEALTH CARE FACILITY
0.061184211,0.989802632,0.071710526,0,0,0,430092,DAKOTA PLAINS SURGICAL CENTER LLP
0.074342105,0.978947368,0.072697368,0,0,0,130066,NORTHWEST SPECIALTY HOSPITAL
0.06875,0.983881579,0.072697368,0,0,0,60117,"ANIMAS SURGICAL HOSPITAL, LLC"
0.080921053,0.9625,0.072697368,0,0,0,110142,EVANS MEMORIAL HOSPITAL
0.112828947,0.966447368,0.072697368,0,0,0,420104,MOUNT PLEASANT HOSPITAL
0.056907895,0.953289474,0.074013158,0,0,0,450460,TYLER COUNTY HOSPITAL
0.102302632,0.816447368,0.074013158,0,0,0,320033,LOS ALAMOS MEDICAL CENTER
0.107236842,0.767763158,0.074671053,0,0,0,170068,SOUTHWEST MEDICAL CENTER
0.074671053,0.200986842,0.075,0,0,0,110205,NORTH GEORGIA MEDICAL CENTER
0.057565789,0.920065789,0.075328947,0,0,0,450845,EL PASO SPECIALTY HOSPITAL
0.075328947,0.948026316,0.075657895,0,0,0,450451,GLEN ROSE MEDICAL CENTER
0.046381579,0.868092105,0.075986842,0,0,0,450871,ARISE AUSTIN MEDICAL CENTER
0.073026316,0.409868421,0.075986842,0,0,0,450108,CONNALLY MEMORIAL MEDICAL CENTER
0.062828947,0.732894737,0.076644737,0,0,0,140137,GREENVILLE REGIONAL HOSPITAL
0.079276316,0.624671053,0.076973684,0,0,0,110040,NORTHRIDGE MEDICAL CENTER
0.076644737,0,0.076973684,0,0,0,10109,PICKENS COUNTY MEDICAL CENTER
0.096381579,0.906907895,0.076973684,0,0,0,360107,BELLEVUE HOSPITAL
0.09375,0.944736842,0.076973684,0,0,0,240014,NORTHFIELD HOSPITAL
0.045723684,0.956907895,0.076973684,0,0,0,10047,GEORGIANA MEDICAL CENTER
0.071052632,0.949342105,0.078618421,0,0,0,230108,PORTAGE HEALTH
0.069078947,0.967763158,0.078618421,0,0,0,180149,WESTLAKE REGIONAL HOSPITAL
0.070394737,0.989802632,0.078618421,0,0,0,360352,SURGICAL HOSPITAL AT SOUTHWOODS
0.072368421,0.989802632,0.078618421,0,0,0,40152,PHYSICIANS' SPECIALTY HOSPITAL
0.123026316,0.368421053,0.078618421,0,0,0,50028,MAD RIVER COMMUNITY HOSPITAL
0.080592105,0.478289474,0.078618421,0,0,0,250126,NORTH OAK REGIONAL MEDICAL CENTER
0.066447368,0.535526316,0.080592105,0,0,0,170105,MCPHERSON HOSPITAL INC
0.037828947,0,0.080921053,0,0,0,70039,MASONIC HOME AND HOSPITAL
0.104934211,0.351644737,0.08125,0,0,0,260034,BATES COUNTY MEMORIAL HOSPITAL
0.101315789,0.939473684,0.08125,0,0,0,10022,CHEROKEE MEDICAL CENTER
0.099342105,0.074013158,0.081907895,0,0,0,60008,SAN LUIS VALLEY HEALTH
0.093421053,0.591776316,0.081907895,0,0,0,520109,MILE BLUFF MEDICAL CENTER
0.111842105,0.447368421,0.082565789,0,0,0,460052,TIMPANOGOS REGIONAL HOSPITAL
0.180263158,0.965131579,0.082565789,0,0,0,670008,HOUSTON PHYSICIANS' HOSPITAL
0.084210526,0.955921053,0.083223684,0,0,0,30108,"CORE INSTITUTE SPECIALTY HOSPITAL, THE"
0.104276316,0.351644737,0.083552632,0,0,0,430015,AVERA ST MARY'S HOSPITAL
0.061513158,0.146710526,0.083881579,0,0,0,10091,GROVE HILL MEMORIAL HOSPITAL
0.123684211,0.891776316,0.083881579,0,0,0,500049,WALLA WALLA GENERAL HOSPITAL
0.120723684,0.200986842,0.084539474,0,0,0,50073,KAISER FOUNDATION HOSPITAL AND REHAB CENTER
0.092105263,0.732565789,0.084539474,0,0,0,370015,MAYES COUNTY MEDICAL CENTER
0.060526316,0.573026316,0.085197368,0,0,0,390062,NASON HOSPITAL
0.098684211,0.447368421,0.085197368,0,0,0,170010,MERCY HOSPITAL INDEPENDENCE
0.1375,0.300328947,0.085197368,0,0,0,320017,LOVELACE WOMEN'S HOSPITAL
0.081907895,0.832565789,0.085197368,0,0,0,10032,WEDOWEE HOSPITAL
0.076973684,0.769407895,0.086513158,0,0,0,190183,LEONARD J CHABERT MEDICAL CENTER
0.132894737,0.863815789,0.086513158,0,0,0,450210,ETMC CARTHAGE
0.097039474,0.974671053,0.086513158,0,0,0,190246,P & S SURGICAL HOSPITAL
0.210197368,0.368421053,0.086513158,0,0,0,440152,REGIONAL ONE HEALTH
0.083552632,0.13125,0.087828947,0,0,0,330008,WYOMING COUNTY COMMUNITY HOSPITAL
0.077960526,0.934210526,0.087828947,0,0,0,10129,NORTH BALDWIN INFIRMARY
0.072039474,0.200657895,0.088486842,0,0,0,330268,COBLESKILL REGIONAL HOSPITAL
0.048355263,0.555263158,0.088486842,0,0,0,10052,LAKE MARTIN COMMUNITY HOSPITAL
0.128289474,0,0.089144737,0,0,0,450749,EAST TEXAS MEDICAL CENTER TRINITY
0.082565789,0.916776316,0.089144737,0,0,0,160147,GRINNELL REGIONAL MEDICAL CENTER
0.086513158,0.899013158,0.089144737,0,0,0,490117,CARILION TAZEWELL COMMUNITY HOSPITAL
0.100328947,0.9625,0.089144737,0,0,0,450780,METHODIST AMBULATORY SURGERY HOSPITAL NW
0.076315789,0.961513158,0.089144737,0,0,0,230003,SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL
0.101644737,0.987171053,0.089144737,0,0,0,450888,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE
0.065131579,0.840789474,0.091118421,0,0,0,160124,LAKES REGIONAL HEALTHCARE
0.074013158,0.891776316,0.091447368,0,0,0,450825,CORNERSTONE REGIONAL HOSPITAL
0.148026316,0.55625,0.091447368,0,0,0,390071,LOCK HAVEN HOSPITAL
0.139802632,0.679276316,0.091447368,0,0,0,50071,KAISER FOUNDATION HOSPITAL-SANTA CLARA
0.059210526,0.55625,0.092434211,0,0,0,330265,CLIFTON SPRINGS HOSPITAL AND CLINIC
