cost,quality,discharge,income,provider_id,provider
0.984859955,0.35995458,0.992051476,0.535579107,160064,MERCY MEDICAL CENTER-NORTH IOWA
0.981831945,0.135124905,0.991672975,0.096896291,330136,MARY IMOGENE BASSETT HOSPITAL
0.992051476,0.185465556,0.991294474,0.540499621,160058,UNIVERSITY OF IOWA HOSPITAL & CLINICS
0.965934898,0.74678274,0.990915973,0.578728236,240019,ESSENTIA HEALTH DULUTH
0.991672975,0.420893263,0.990537472,0.28652536,100025,SACRED HEART HOSPITAL
0.988266465,0.67335352,0.99015897,0.552990159,520177,FROEDTERT MEMORIAL LUTHERAN HOSPITAL
0.995079485,0.683573051,0.989780469,0.138152914,390006,GEISINGER MEDICAL CENTER
0.989780469,0.544284633,0.989401968,0.132096896,390256,MILTON S HERSHEY MEDICAL CENTER
0.959121877,0.50681302,0.989023467,0.026873581,200009,MAINE MEDICAL CENTER
0.983724451,0.073807721,0.988644966,0.445874338,360059,METROHEALTH SYSTEM
0.985616957,0.135124905,0.988266465,0.181680545,490024,CARILION ROANOKE MEMORIAL HOSPITAL
0.971612415,0.206283119,0.987887964,0.861468584,320021,PRESBYTERIAN HOSPITAL
0.964042392,0.948145344,0.987509463,0.707418622,370215,OKLAHOMA HEART HOSPITAL
0.973883422,0.772899319,0.987130961,0.838380015,130006,ST LUKE'S REGIONAL MEDICAL CENTER
0.979182438,0.71347464,0.98675246,0.984102952,500005,VIRGINIA MASON MEDICAL CENTER
0.973504921,0.544284633,0.986373959,0.975397426,380009,OHSU HOSPITAL AND CLINICS
0.968584406,0.319454958,0.985995458,0.588190765,350019,ALTRU HOSPITAL
0.988644966,0.598410295,0.985616957,0.918622256,50348,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER
0.971233914,0.051097653,0.985238456,0.512112036,230165,ST JOHN HOSPITAL AND MEDICAL CENTER
0.979560939,0.166919001,0.984859955,0.021953066,300012,ELLIOT HOSPITAL
0.97993944,0.224072672,0.984481453,0.737320212,450015,PARKLAND HEALTH AND HOSPITAL SYSTEM
0.97653293,0.458743376,0.984102952,0.028387585,200033,EASTERN MAINE MEDICAL CENTER
0.970855413,0.698713096,0.983724451,0.023088569,300019,CHESHIRE MEDICAL CENTER
0.965177896,0.476911431,0.98334595,0.521953066,230117,BORGESS MEDICAL CENTER
0.971990916,0.644587434,0.982967449,0.553747161,520096,WHEATON FRANCISCAN HEALTHCARE ALL SAINTS
0.999242998,0.50681302,0.982588948,0.881529145,50625,CEDARS-SINAI MEDICAL CENTER
0.97009841,0.900832702,0.982210447,0.969341408,120022,STRAUB CLINIC AND HOSPITAL
0.982588948,0.644587434,0.981831945,0.008705526,220116,TUFTS MEDICAL CENTER
0.966313399,0.396290689,0.981453444,0.697199092,40016,UAMS MEDICAL CENTER
0.991294474,0.185465556,0.981074943,0.065102195,330101,NEW YORK-PRESBYTERIAN HOSPITAL
0.982967449,0.041635125,0.980696442,0.609386828,140150,UNIVERSITY OF ILLINOIS HOSPITAL
0.981453444,0.242619228,0.980317941,0.882286147,50262,RONALD REAGAN U C L A MEDICAL CENTER
0.993943982,0.135124905,0.97993944,0.068130204,330059,MONTEFIORE MEDICAL CENTER
0.975775927,0.420893263,0.979560939,0.577214232,240080,"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW"
0.962906889,0.319454958,0.979182438,0.0999243,330394,"UNITED HEALTH SERVICES HOSPITALS, INC"
0.987130961,0.102952309,0.978803936,0.063966692,330169,BETH ISRAEL MEDICAL CENTER
0.95987888,0.263058289,0.978425435,0.580999243,240043,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA
0.987887964,0.735049205,0.978046934,0.609386828,140119,RUSH UNIVERSITY MEDICAL CENTER
0.976154428,0.735049205,0.977668433,0.985995458,500008,UNIVERSITY OF WASHINGTON MEDICAL CTR
0.984102952,0.319454958,0.977289932,0.254352763,110079,GRADY MEMORIAL HOSPITAL
0.969719909,0.644587434,0.976911431,0.022710068,300001,CONCORD HOSPITAL
0.956472369,0.611279334,0.97653293,0.587812263,350070,ESSENTIA HEALTH-FARGO
0.960257381,0.458743376,0.976154428,0.028009084,200039,MAINEGENERAL MEDICAL CENTER
0.894776684,0.970855413,0.975775927,0.993943982,500148,CONFLUENCE HEALTH- WENATCHEE VALLEY HOSP & CLINICS
0.980696442,0.834216503,0.975397426,0.202876609,340061,UNIVERSITY OF NORTH CAROLINA HOSPITAL
0.989401968,0.814155942,0.975018925,0.647236942,170040,UNIVERSITY OF KANSAS HOSPITAL
0.98334595,0.698713096,0.974640424,0.215367146,340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH
0.953822861,0.814155942,0.974261923,0.834973505,130002,ST LUKE'S MAGIC VALLEY RMC
0.967448902,0.820968963,0.973883422,0.176381529,490046,SENTARA LEIGH HOSPITAL
0.982210447,0.598410295,0.973504921,0.627176382,140091,THE CARLE FOUNDATION HOSPITAL
0.955336866,0.185465556,0.973126419,0.551476154,520051,COLUMBIA ST MARYS HOSPITAL MILWAUKEE
0.985238456,0.629447388,0.972747918,0.598031794,140200,ELMHURST MEMORIAL HOSPITAL
0.990915973,0.476911431,0.972369417,0.445117335,360137,UNIVERSITY HOSPITALS CASE MEDICAL CENTER
0.956850871,0.242619228,0.971990916,0.469719909,360147,MARIETTA MEMORIAL HOSPITAL
0.963663891,0.544284633,0.971612415,0.554125662,520100,BELOIT MEMORIAL HOSPITAL
0.954201363,0.034822104,0.971233914,0.588947767,350006,TRINITY HOSPITALS
0.947766843,0.073807721,0.970855413,0.838758516,130049,KOOTENAI HEALTH
0.939061317,0.319454958,0.970476911,0.101059803,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC"
0.981074943,0.135124905,0.97009841,0.574943225,240004,HENNEPIN COUNTY MEDICAL CENTER 1
0.975018925,0.242619228,0.969719909,0.954201363,50335,SONORA REGIONAL MEDICAL CENTER
0.947388342,0.761544285,0.969341408,0.027252082,200024,CENTRAL MAINE MEDICAL CENTER
0.972747918,0.263058289,0.968962907,0.504163512,230130,"BEAUMONT HOSPITAL, ROYAL OAK"
0.986373959,0.396290689,0.968584406,0.477668433,150056,INDIANA UNIVERSITY HEALTH
0.952687358,0.116956851,0.968205905,0.861468584,320001,UNM HOSPITAL
0.948523846,0.073807721,0.967827403,0.988266465,500003,SKAGIT VALLEY HOSPITAL
0.944360333,0.088947767,0.967448902,0.215745647,340053,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER
0.937925814,0.420893263,0.967070401,0.011733535,220011,CAMBRIDGE HEALTH ALLIANCE
0.957229372,0.242619228,0.9666919,0.75321726,450039,JPS HEALTH NETWORK
0.957607873,0.166919001,0.966313399,0.504542014,230019,PROVIDENCE HOSPITAL AND MEDICAL CENTERS
0.968205905,0.894398183,0.965934898,0.554882665,520028,THE MONROE CLINIC
0.978425435,0.102952309,0.965556397,0.266464799,110034,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS
0.945874338,0.976911431,0.965177896,0.141937926,390321,SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH
0.977668433,0.35995458,0.964799394,0.984481453,500064,HARBORVIEW MEDICAL CENTER
0.935654807,0.841786525,0.964420893,0.58327025,240075,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER
0.978046934,0.396290689,0.964042392,0.419757759,180009,KING'S DAUGHTERS' MEDICAL CENTER
0.951930356,0.489401968,0.963663891,0.696442089,40014,WHITE COUNTY MEDICAL CENTER
0.961392884,0.564345193,0.96328539,0.022331567,300005,LAKES REGION GENERAL HOSPITAL
0.925056775,0.166919001,0.962906889,0.592354277,270051,KALISPELL REGIONAL MEDICAL CENTER
0.949659349,0.242619228,0.962528388,0.838001514,130007,ST ALPHONSUS REGIONAL MEDICAL CENTER
0.990537472,0.341786525,0.962149886,0.115442846,390164,UPMC PRESBYTERIAN SHADYSIDE
0.985995458,0.698713096,0.961771385,0.960257381,50254,MARSHALL MEDICAL CENTER
0.940575322,0.889099167,0.961392884,0.122634368,390086,PENN HIGHLANDS DUBOIS
0.975397426,0.073807721,0.961014383,0.162755488,90011,MEDSTAR WASHINGTON HOSPITAL CENTER
0.978803936,0.019682059,0.960635882,0.70325511,40055,SPARKS REGIONAL MEDICAL CENTER
0.898183195,0.026116578,0.960257381,0.294473883,100105,INDIAN RIVER MEDICAL CENTER
0.967827403,0.79333838,0.95987888,0.61998486,140043,CGH MEDICAL CENTER
0.964420893,0.166919001,0.959500379,0.769492808,450289,HARRIS HEALTH SYSTEM
0.961014383,0.242619228,0.959121877,0.001892506,220077,BAYSTATE MEDICAL CENTER
0.94663134,0.841786525,0.958743376,0.224829674,340023,PARK RIDGE HEALTH
0.976911431,0.341786525,0.958364875,0.697199092,40007,ST VINCENT INFIRMARY MEDICAL CENTER
0.929598789,0.166919001,0.957986374,0.090840273,330094,COLUMBIA MEMORIAL HOSPITAL
0.949280848,0.524224073,0.957607873,0.562452687,520087,GUNDERSEN LUTHERAN MEDICAL CENTER
0.977289932,0.71347464,0.957229372,0.325132475,100087,SARASOTA MEMORIAL HOSPITAL
0.915215746,0.150643452,0.956850871,0.025359576,200019,SOUTHERN MAINE HEALTH CARE
0.987509463,0.396290689,0.956472369,0.880393641,50696,KECK HOSPITAL OF USC
0.908402725,0.598410295,0.956093868,0.527630583,230059,SAINT MARY'S HEALTH CARE
0.957986374,0.772899319,0.955715367,0.177138531,490066,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER
0.958364875,0.319454958,0.955336866,0.238455715,420078,GHS GREENVILLE MEMORIAL HOSPITAL
0.958743376,0.489401968,0.954958365,0.021574565,300034,CATHOLIC MEDICAL CENTER
0.947009841,0.185465556,0.954579864,0.994700984,500036,YAKIMA VALLEY MEMORIAL HOSPITAL
0.953065859,0.79333838,0.954201363,0.175624527,490057,SENTARA VIRGINIA BEACH GENERAL HOSPITAL
0.942467827,0.580242241,0.953822861,0.992808478,500041,PEACHEALTH ST JOHN MEDICAL CENTER
0.970476911,0.644587434,0.95344436,0.256245269,110161,NORTHSIDE HOSPITAL
0.926192279,0.319454958,0.953065859,0.030658592,200063,PENOBSCOT BAY MEDICAL CENTER
0.9333838,0.841786525,0.952687358,0.026495079,200008,MERCY HOSPITAL
0.964799394,0.420893263,0.952308857,0.002271007,220046,BERKSHIRE MEDICAL CENTER INC
0.942846329,0.856926571,0.951930356,0.529144587,230097,MUNSON MEDICAL CENTER
0.922028766,0.319454958,0.951551855,0.108251325,330125,ROCHESTER GENERAL HOSPITAL
0.895533687,0.012869039,0.951173354,0.941710825,50276,CONTRA COSTA REGIONAL MEDICAL CENTER
0.776305829,0.972369417,0.950794852,0.707040121,370222,"MCBRIDE CLINIC ORTHOPEDIC HOSPITAL,  L L C"
0.972369417,0.580242241,0.950416351,0.552233157,520138,AURORA ST LUKES MEDICAL CENTER
0.925813777,0.932248297,0.95003785,0.698334595,40134,"ARKANSAS HEART HOSPITAL, LLC"
0.936411809,0.50681302,0.949659349,0.987509463,500030,PEACEHEALTH ST JOSEPH MEDICAL CENTER
0.956093868,0.50681302,0.949280848,0.066237699,330024,MOUNT SINAI HOSPITAL
0.92657078,0.564345193,0.948902347,0.093111279,330191,GLENS FALLS HOSPITAL
0.980317941,0.441710825,0.948523846,0.31983346,100012,LEE MEMORIAL HOSPITAL
0.907267222,0.936411809,0.948145344,0.024981075,200020,YORK HOSPITAL
0.960635882,0.206283119,0.947766843,0.524602574,230092,ALLEGIANCE HEALTH
0.952308857,0.524224073,0.947388342,0.996971991,500058,KADLEC REGIONAL MEDICAL CENTER
0.98675246,0.185465556,0.947009841,0.292581378,100006,ORLANDO HEALTH
0.974261923,0.420893263,0.94663134,0.173732021,490059,BON SECOURS ST MARYS HOSPITAL
0.969341408,0.242619228,0.946252839,0.409538229,180088,NORTON HOSPITAL/NORTON MEDICAL PAVILIONS/KOSAIR CH
0.902346707,0.341786525,0.945874338,0.591218774,270057,BOZEMAN DEACONESS HOSPITAL
0.984481453,0.35995458,0.945495836,0.064345193,330214,NYU HOSPITALS CENTER
0.948902347,0.761544285,0.945117335,0.178652536,490093,SENTARA CAREPLEX HOSPITAL
0.962528388,0.150643452,0.944738834,0.310370931,100168,BOCA RATON REGIONAL HOSPITAL
0.898940197,0.285768357,0.944360333,0.989401968,500072,OLYMPIC MEDICAL CENTER
0.931491294,0.828160484,0.943981832,0.210825132,340001,CAROLINAS MEDICAL CENTER-NORTHEAST
0.910673732,0.644587434,0.943603331,0.224451173,340184,HAYWOOD REGIONAL MEDICAL CENTER
0.932626798,0.71347464,0.94322483,0.186979561,490021,"CENTRA  HEALTH, INC"
0.950416351,0.376987131,0.942846329,0.98334595,500124,EVERGREEN HOSPITAL MEDICAL CENTER
0.941710825,0.010219531,0.942467827,0.936033308,50228,SAN FRANCISCO GENERAL HOSPITAL
0.939439818,0.396290689,0.942089326,0.034443603,70036,JOHN DEMPSEY HOSPITAL
0.845571537,0.71347464,0.941710825,0.025738077,200021,MID COAST HOSPITAL
0.967070401,0.834216503,0.941332324,0.177138531,490007,SENTARA NORFOLK GENERAL HOSPITAL
0.940196821,0.898561696,0.940953823,0.033686601,470005,RUTLAND REGIONAL MEDICAL CENTER
0.9666919,0.263058289,0.940575322,0.152535958,390223,PENN PRESBYTERIAN MEDICAL CENTER
0.928084784,0.135124905,0.940196821,0.477668433,150024,ESKENAZI HEALTH
0.93679031,0.476911431,0.939818319,0.444738834,360098,LAKE HEALTH
0.911809235,0.658970477,0.939439818,0.582891749,240030,DOUGLAS COUNTY HOSPITAL
0.915594247,0.940953823,0.939061317,0.580242241,240006,OLMSTED MEDICAL CENTER
0.961771385,0.021953066,0.938682816,0.0666162,330160,STATEN ISLAND UNIVERSITY HOSPITAL
0.912566238,0.722937169,0.938304315,0.027252082,200034,ST MARYS REGIONAL MEDICAL CENTER
0.922407267,0.242619228,0.937925814,0.980696442,380050,SKY LAKES MEDICAL CENTER
0.954579864,0.060938683,0.937547313,0.99015897,500129,TACOMA GENERAL ALLENMORE HOSPITAL
0.908781226,0.088947767,0.937168812,0.589326268,270012,BENEFIS HOSPITALS INC
0.937168812,0.116956851,0.93679031,0.096139288,330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER
0.8667676,0.285768357,0.936411809,0.030280091,200018,AROOSTOOK MEDICAL CENTER
0.965556397,0.544284633,0.936033308,0.738455715,450021,BAYLOR UNIVERSITY MEDICAL CENTER
0.934519304,0.524224073,0.935654807,0.170704012,490004,SENTARA RMH MEDICAL CENTER
0.95344436,0.544284633,0.935276306,0.47993944,150162,FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS
0.919379258,0.224072672,0.934897805,0.28009084,100118,FLORIDA HOSPITAL FLAGLER
0.925435276,0.50681302,0.934519304,0.225965178,340017,MARGARET R PARDEE MEMORIAL HOSPITAL
0.916351249,0.441710825,0.934140802,0.585919758,430014,AVERA ST LUKES
0.924299773,0.580242241,0.933762301,0.99659349,500053,KENNEWICK GENERAL HOSPITAL
0.943603331,0.012869039,0.9333838,0.949659349,50038,SANTA CLARA VALLEY MEDICAL CENTER
0.94322483,0.820968963,0.933005299,0.176003028,490119,SENTARA PRINCESS ANNE HOSPITAL
0.926949281,0.912566238,0.932626798,0.584027252,240052,LAKE REGION HEALTHCARE CORPORATION
0.943981832,0.747161241,0.932248297,0.20666162,340069,"WAKEMED, RALEIGH CAMPUS"
0.855034065,0.611279334,0.931869796,0.000378501,220030,BAYSTATE WING HOSPITAL AND MEDICAL CENTERS
0.917865254,0.598410295,0.931491294,0.0333081,470001,CENTRAL VERMONT MEDICAL CENTER
0.96328539,0.319454958,0.931112793,0.668433005,190176,TULANE MEDICAL CENTER
0.942089326,0.598410295,0.930734292,0.619227858,140012,KATHERINE SHAW BETHEA HOSPITAL
0.920514762,0.396290689,0.930355791,0.99318698,500050,PEACEHEALTH SOUTHWEST MEDICAL CENTER
0.95003785,0.396290689,0.92997729,0.177895534,490052,RIVERSIDE REGIONAL MEDICAL CENTER
0.901968206,0.376987131,0.929598789,0.222937169,340041,CALDWELL MEMORIAL HOSPITAL
0.922785768,0.458743376,0.929220288,0.44322483,360125,ASHTABULA COUNTY MEDICAL CENTER
0.88682816,0.894398183,0.928841787,0.024602574,300014,FRISBIE MEMORIAL HOSPITAL
0.945495836,0.848978047,0.928463285,0.226343679,340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE
0.934140802,0.019682059,0.928084784,0.064723694,330046,ST LUKE'S ROOSEVELT HOSPITAL
0.890234671,0.820968963,0.927706283,0.031794095,470012,SOUTHWESTERN VERMONT MEDICAL CENTER
0.834216503,0.580242241,0.927327782,0.590461771,270003,ST PETER'S HOSPITAL
0.92997729,0.644587434,0.926949281,0.555639667,520089,MERITER HOSPITAL
0.826267979,0.185465556,0.92657078,0.108629826,330226,UNITY HOSPITAL OF ROCHESTER
0.962149886,0.564345193,0.926192279,0.962906889,50039,ENLOE MEDICAL CENTER
0.959500379,0.420893263,0.925813777,0.480696442,150084,ST VINCENT HOSPITAL & HEALTH SERVICES
0.973126419,0.441710825,0.925435276,0.172596518,490069,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER
0.918243755,0.820968963,0.925056775,0.582513248,240036,ST CLOUD HOSPITAL
0.849356548,0.396290689,0.924678274,0.641180924,260048,TRUMAN MEDICAL CENTER HOSPITAL HILL
0.929220288,0.102952309,0.924299773,0.014004542,220060,BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH
0.84330053,0.881529145,0.923921272,0.029144587,200050,MAINE COAST MEMORIAL HOSPITAL
0.968962907,0.102952309,0.923542771,0.28993187,100204,NORTH FLORIDA REGIONAL MEDICAL CENTER
0.891370174,0.420893263,0.923164269,0.58667676,430077,RAPID CITY REGIONAL HOSPITAL
0.819076457,0.489401968,0.922785768,0.588569266,350002,ST ALEXIUS MEDICAL CENTER
0.878122634,0.866010598,0.922407267,0.560938683,520002,MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT
0.855412566,0.683573051,0.922028766,0.682059046,190202,OCHSNER MEDICAL CENTER - BATON ROUGE
0.923164269,0.804693414,0.921650265,0.080620742,330182,"ST FRANCIS HOSPITAL, ROSLYN"
0.917486752,0.698713096,0.921271764,0.559803179,520030,ASPIRUS WAUSAU HOSPITAL
0.781226344,0.772899319,0.920893263,0.744133232,450690,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER
0.933005299,0.026116578,0.92013626,0.505677517,230195,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER
0.90348221,0.116956851,0.92013626,0.520439061,230167,MCLAREN GREATER LANSING
0.927706283,0.041635125,0.919757759,0.048448145,310019,ST JOSEPH'S REGIONAL MEDICAL CENTER
0.872445117,0.319454958,0.919379258,0.581377744,240166,MAYO CLINIC HEALTH SYSTEM - FAIRMONT
0.931112793,0.598410295,0.919000757,0.193792581,510055,CABELL HUNTINGTON HOSPITAL INC
0.91672975,0.285768357,0.918622256,0.983724451,500088,VALLEY MEDICAL CENTER
0.881907646,0.50681302,0.918243755,0.578349735,240084,ESSENTIA HEALTH VIRGINIA
0.895155185,0.150643452,0.917865254,0.516275549,230141,MCLAREN FLINT
0.79674489,0.683573051,0.917486752,0.031415594,200037,FRANKLIN MEMORIAL HOSPITAL
0.861090083,0.71347464,0.917108251,0.225586677,340016,HARRIS REGIONAL HOSPITAL
0.934897805,0.102952309,0.91672975,0.041635125,70033,DANBURY HOSPITAL
0.898561696,0.263058289,0.916351249,0.431869796,360040,KNOX COMMUNITY HOSPITAL
0.951173354,0.185465556,0.915972748,0.281604845,100001,UF HEALTH JACKSONVILLE
0.89666919,0.747161241,0.915594247,0.09348978,330222,SARATOGA HOSPITAL
0.923542771,0.185465556,0.915215746,0.179031037,490017,BON SECOURS MARYVIEW MEDICAL CENTER
0.892127176,0.458743376,0.914837245,0.982588948,500051,OVERLAKE HOSPITAL MEDICAL CENTER
0.862982589,0.747161241,0.914458743,0.411430734,180018,ST CLAIRE REGIONAL MEDICAL CENTER
0.908024224,0.564345193,0.914080242,0.597274792,140030,SHERMAN HOSPITAL
0.838001514,0.060938683,0.913701741,0.087812263,330232,ST MARY'S HOSPITAL ( TROY )
0.827403482,0.841786525,0.91332324,0.577592733,240064,GRAND ITASCA CLINIC AND HOSPITAL
0.866010598,0.026116578,0.912944739,0.863739591,320002,ST VINCENT HOSPITAL
0.755866768,0.611279334,0.912566238,0.107872824,330164,HIGHLAND HOSPITAL
0.954958365,0.79333838,0.912187737,0.292202877,100007,FLORIDA HOSPITAL
0.89326268,0.116956851,0.911809235,0.518168055,230041,MCLAREN BAY REGION
0.884935655,0.698713096,0.911430734,0.561695685,520019,MINISTRY SAINT MARYS HOSPITAL
0.876230129,0.224072672,0.911052233,0.531794095,230054,MARQUETTE GENERAL HOSPITAL
0.840651022,0.263058289,0.910673732,0.514004542,230207,MCLAREN OAKLAND
0.950794852,0.580242241,0.910295231,0.920514762,50394,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA
0.931869796,0.629447388,0.90991673,0.342922029,10039,HUNTSVILLE HOSPITAL
0.938682816,0.489401968,0.909538229,0.404617714,250040,SINGING RIVER HOSPITAL
0.893641181,0.932248297,0.909159727,0.218395155,340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL
0.890613172,0.35995458,0.908781226,0.984859955,500027,SWEDISH MEDICAL CENTER
0.897426192,0.784632854,0.908402725,0.554504164,520071,FORT MEMORIAL HOSPITAL
0.842922029,0.869038607,0.908024224,0.644587434,260207,OZARKS COMMUNITY HOSPITAL
0.91332324,0.034822104,0.907645723,0.299772899,100022,JACKSON MEMORIAL HOSPITAL
0.859197578,0.476911431,0.907267222,0.041256624,70011,CHARLOTTE HUNGERFORD HOSPITAL
0.875851628,0.873959122,0.906888721,0.738834217,450044,UT SOUTHWESTERN UNIVERSITY HOSPITAL ST PAUL
0.867903104,0.644587434,0.90651022,0.019682059,410012,MIRIAM HOSPITAL
0.900832702,0.166919001,0.906131718,0.134746404,390046,YORK HOSPITAL
0.879258138,0.319454958,0.905753217,0.191143073,510022,CHARLESTON AREA MEDICAL CENTER
0.887963664,0.35995458,0.905374716,0.037850114,70024,WILLIAM W BACKUS HOSPITAL
0.824753974,0.598410295,0.904996215,0.580620742,240044,WINONA HEALTH SERVICES
0.912187737,0.242619228,0.904617714,0.089704769,330153,ELLIS HOSPITAL
0.911052233,0.889099167,0.904239213,0.052990159,310031,DEBORAH HEART AND LUNG CENTER
0.834595004,0.954201363,0.903860712,0.573050719,240187,HUTCHINSON HEALTH
0.839515519,0.073807721,0.90348221,0.074564724,330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE )
0.912944739,0.908402725,0.903103709,0.218773656,340141,NEW HANOVER REGIONAL MEDICAL CENTER
0.938304315,0.242619228,0.902725208,0.378879637,440120,TENNOVA HEALTHCARE
0.891748675,0.67335352,0.902346707,0.417486752,180035,ST ELIZABETH MEDICAL CENTER
0.844057532,0.305071915,0.901968206,0.171461014,490018,AUGUSTA HEALTH
0.878879637,0.116956851,0.901589705,0.011355034,220036,ST ELIZABETH'S MEDICAL CENTER
0.76987131,0.941710825,0.901211204,0.585541257,430095,AVERA HEART HOSPITAL OF SOUTH DAKOTA
0.858062074,0.011733535,0.900832702,0.870552612,290007,UNIVERSITY MEDICAL CENTER
0.904617714,0.073807721,0.900454201,0.787282362,450130,NIX HEALTH CARE SYSTEM
0.909159727,0.524224073,0.899697199,0.202498107,340091,"MOSES H CONE MEMORIAL HOSPITAL, THE"
0.805071915,0.242619228,0.899697199,0.857683573,30111,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS
0.888720666,0.458743376,0.899318698,0.016275549,220020,SAINT ANNE'S HOSPITAL
0.872066616,0.747161241,0.898940197,0.195306586,510050,WHEELING HOSPITAL
0.842165026,0.848978047,0.898561696,0.623012869,140143,ST MARGARETS HOSPITAL
0.885692657,0.580242241,0.898183195,0.338001514,10092,D C H REGIONAL MEDICAL CENTER
0.941332324,0.629447388,0.897804693,0.381150643,440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS
0.9000757,0.263058289,0.897426192,0.547691143,520027,COLUMBIA ST MARYS HOSPITAL OZAUKEE
0.870174111,0.35995458,0.897047691,0.520817562,230230,EDWARD W SPARROW HOSPITAL
0.919757759,0.611279334,0.89666919,0.914458743,50224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN
0.927327782,0.242619228,0.896290689,0.644208933,260040,COX MEDICAL CENTERS
0.874716124,0.396290689,0.895912188,0.570401211,240106,REGIONS HOSPITAL
0.848978047,0.420893263,0.895533687,0.519682059,230080,MCLAREN CENTRAL MICHIGAN
0.913701741,0.598410295,0.895155185,0.593111279,140252,NORTHWEST COMMUNITY HOSPITAL 1
0.809235428,0.611279334,0.894776684,0.50984103,230297,KARMANOS CANCER CENTER
0.948145344,0.263058289,0.894398183,0.139666919,390049,ST LUKE'S HOSPITAL BETHLEHEM
0.899318698,0.489401968,0.894019682,0.015518547,220012,CAPE COD HOSPITAL
0.837244512,0.644587434,0.893641181,0.971612415,380089,LEGACY MERIDIAN PARK MEDICAL CENTER
0.848221045,0.489401968,0.89326268,0.530658592,230105,MCLAREN - NORTHERN MICHIGAN
0.859576079,0.150643452,0.892884179,0.848978047,30022,MARICOPA MEDICAL CENTER
0.857305072,0.489401968,0.892505678,0.651021953,170016,ST FRANCIS HEALTH CENTER INC
0.935276306,0.580242241,0.892127176,0.073807721,330195,LONG ISLAND JEWISH MEDICAL CENTER
