cost,quality,discharge,income,provider_id,provider
81,2606,83,2227,450755,COVENANT HOSPITAL LEVELLAND
121,1393,83,2448,50411,KAISER FOUNDATION HOSPITAL - SOUTH BAY
90,1922,85,1824,190079,ST CHARLES PARISH HOSPITAL
96,1213,86,2427,50561,KAISER FOUNDATION HOSPITAL - WEST LA
91,2615,87,1822,190308,ST BERNARD PARISH HOSPITAL
92,2713,87,1765,170109,MIAMI COUNTY MEDICAL CENTER
58,2494,89,1974,370171,W W HASTINGS INDIAN HOSPITAL
71,1555,89,669,420011,CANNON MEMORIAL HOSPITAL
158,2725,91,2078,670046,USMD HOSPITAL  AT FORT WORTH LP
138,1,92,2143,450214,GULF COAST MEDICAL CENTER
118,2397,92,1759,260207,OZARKS COMMUNITY HOSPITAL
67,2548,94,1879,190151,RICHARDSON MEDICAL CENTER
69,1393,94,1876,190011,UNIVERSITY HEALTH CONWAY
128,152,96,2618,50072,KAISER FOUNDATION HOSPITAL - WALNUT CREEK
73,2754,97,1774,170190,MANHATTAN SURGICAL HOSPITAL LLC
107,2441,97,1437,230174,NORTH OTTAWA COMMUNITY HEALTH CENTER
79,1732,97,551,510072,WETZEL COUNTY HOSPITAL
213,2647,100,1857,190201,LAKE AREA MEDICAL CENTER
59,1,100,2094,450498,STEPHENS MEMORIAL HOSPITAL
212,2699,102,2171,670054,FOUNDATION SURGICAL HOSPITAL OF SAN ANTONIO
240,2736,102,1834,190303,CYPRESS POINTE SURGICAL HOSPITAL
74,2775,102,1037,440032,WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL
114,2633,105,2003,670069,METHODIST MCKINNEY HOSPITAL
144,2650,106,2632,50714,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ
94,882,106,2314,460019,UINTAH BASIN MEDICAL CENTER
247,2121,108,2573,50528,MEMORIAL HOSPITAL LOS BANOS
37,2736,108,1796,170198,"SUMMIT SURGICAL, LLC"
93,2600,108,1583,240006,OLMSTED MEDICAL CENTER
103,1772,111,336,390184,HIGHLANDS HOSPITAL
101,1309,111,2433,50139,KAISER FOUNDATION HOSPITAL - DOWNEY
102,2695,113,2330,460026,SEVIER VALLEY MEDICAL CENTER
127,1810,113,2747,500060,CASCADE VALLEY HOSPITAL
120,2709,113,398,390321,SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH
237,1496,116,2545,50745,CHAPMAN GLOBAL MEDICAL CENTER
56,2754,117,331,390323,ADVANCED SURGICAL HOSPITAL
82,2754,118,448,390324,PHYSICIAN'S CARE SURGICAL HOSPITAL
55,2680,118,1280,360355,"OHIO VALLEY MEDICAL CENTER, LLC"
104,2680,118,1984,370180,CHICKASAW NATION MEDICAL CENTER
179,2699,118,1927,370236,INTEGRIS HEALTH EDMOND
44,1,118,2212,450620,DIMMIT REGIONAL HOSPITAL
376,2429,123,2245,450877,FOUNDATION SURGICAL HOSPITAL OF EL PASO
46,2725,123,1539,520196,OAKLEAF SURGICAL HOSPITAL
95,2587,123,954,10008,CRENSHAW COMMUNITY HOSPITAL
147,1553,126,2293,530032,EVANSTON REGIONAL HOSPITAL
150,623,127,2607,50512,KAISER FOUNDATION HOSPITAL - FREMONT
116,2555,127,1245,360148,POMERENE HOSPITAL
130,2317,129,347,390112,WINDBER HOSPITAL
163,2770,130,797,100048,JAY HOSPITAL
77,2597,130,1617,270087,THE HEALTHCENTER
117,1775,132,1587,240022,SANFORD  WORTHINGTON MEDICAL CENTER
145,882,132,2749,500084,VALLEY GENERAL HOSPITAL
88,2672,134,2226,450399,BROWNFIELD REGIONAL MEDICAL CENTER
115,2575,135,657,420066,LAKE CITY COMMUNITY HOSPITAL
85,2754,136,450,390316,SURGICAL INSTITUTE OF READING
170,2777,136,1864,190266,THE NEUROMEDICAL CENTER HOSPITAL
98,2610,138,1887,190184,CITIZENS MEDICAL CENTER
156,2280,139,1773,170074,GEARY COMMUNITY HOSPITAL
84,2649,140,714,110100,JEFFERSON HOSPITAL
204,2771,141,599,340084,CAROLINAS HEALTH CARE SYSTEM ANSON
162,1685,142,755,110146,SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS
185,2464,143,1323,150165,FRANCISCAN HEALTHCARE - MUNSTER
160,2555,143,2717,380029,SILVERTON HOSPITAL
197,2362,143,2783,20008,BARTLETT REGIONAL HOSPITAL
137,2573,143,2323,460054,CACHE VALLEY  HOSPITAL
306,882,143,2533,50747,SOUTH COAST GLOBAL MEDICAL CENTER
122,2317,148,350,390008,ELLWOOD CITY HOSPITAL
72,2707,149,1609,270086,GREAT FALLS CLINIC MEDICAL CENTER
220,2699,149,1839,190270,SOUTHERN SURGICAL HOSPITAL
182,2669,149,2266,60049,YAMPA VALLEY MEDICAL CENTER
195,673,152,2562,50315,KERN MEDICAL CENTER
132,1600,153,1781,170150,SOUTH CENTRAL KS  MED CENTER
143,2477,153,1429,230085,SOUTH HAVEN COMMUNITY HOSPITAL
126,2736,153,377,390327,WELLSPAN SURGERY AND REHABILITATION HOSPITAL
153,2575,156,756,110101,COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR
186,2382,156,1045,440131,BAPTIST MEMORIAL HOSPITAL TIPTON
131,2562,158,533,510086,WELCH COMMUNITY HOSPITAL
148,2626,158,2102,450348,FALLS COMMUNITY HOSPITAL AND CLINIC
124,1153,158,2299,130025,MADISON MEMORIAL HOSPITAL
161,1,161,2194,450235,MEMORIAL HOSPITAL
125,1,162,1885,190145,LASALLE GENERAL HOSPITAL
245,1344,163,2604,50760,KAISER FOUNDATION HOSPITAL - ANTIOCH
168,2125,163,2726,380005,ASANTE ASHLAND COMMUNITY HOSPITAL
257,2121,163,2769,500037,TOPPENISH COMMUNITY HOSPITAL
119,1685,166,2700,380091,KAISER SUNNYSIDE MEDICAL CENTER
140,2212,166,2196,450219,SCOTT & WHITE HOSPITAL-LLANO
202,729,166,1611,270032,NORTHERN MONTANA HOSPITAL
183,2622,169,678,420072,HAMPTON REGIONAL MEDICAL CENTER
200,2661,170,70,200025,PARKVIEW ADVENTIST MEDICAL CENTER
173,2453,171,1117,110121,GRADY GENERAL HOSPITAL
231,2633,171,2288,60096,VAIL VALLEY MEDICAL CENTER
210,673,173,2636,50604,KAISER FOUNDATION HOSPITAL-SAN JOSE
189,1089,174,2719,380033,SACRED HEART UNIVERSITY DISTRICT
54,463,174,1459,160101,BROADLAWNS MEDICAL CENTER
251,127,174,1826,190005,CHARITY HOSPITAL & MEDICAL CENTER OF LOUISIANA AT
66,2736,177,1941,370212,OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SP
232,1309,178,2390,320030,ARTESIA GENERAL HOSPITAL
307,943,179,328,390090,WESTERN PENNSYLVANIA HOSPITAL
136,1,180,2087,450641,NOCONA GENERAL HOSPITAL
159,2317,181,2374,320089,UNM SANDOVAL REGIONAL MEDICAL CENTER
180,2672,182,2124,450774,TOPS SURGICAL SPECIALTY HOSPITAL
155,2428,182,1081,250095,SOUTH SUNFLOWER COUNTY HOSPITAL
190,1,182,1059,440016,BAPTIST MEMORIAL HOSPITAL HUNTINGDON
166,2650,185,1432,230078,"LAKELAND COMMUNITY HOSPITAL, WATERVLIET"
236,2622,185,2274,60076,STERLING REGIONAL MEDCENTER
178,2441,185,2313,460058,RIVERTON HOSPITAL
227,2181,188,1130,180046,BOURBON COMMUNITY HOSPITAL
154,1441,188,744,110086,WASHINGTON COUNTY REGIONAL MEDICAL CENTER
134,2753,190,1887,190190,"CALDWELL MEMORIAL HOSPITAL, INC"
151,2397,191,287,330132,TLC HEALTH NETWORK
207,1,192,2083,450497,BOWIE MEMORIAL HOSPITAL
169,2689,192,2095,450411,EASTLAND MEMORIAL HOSPITAL
193,2413,192,1340,150101,PARKVIEW WHITLEY HOSPITAL
206,2494,195,741,110135,TAYLOR REGIONAL HOSPITAL
278,2773,196,1060,440008,HENDERSON COUNTY COMMUNITY HOSPITAL
263,786,196,1049,440159,DELTA MEDICAL CENTER
106,2661,196,2312,460057,PARK CITY MEDICAL CENTER
265,1038,199,2499,50515,KAISER FOUNDATION HOSPITAL - SAN DIEGO
164,1493,199,1914,40047,FIVE RIVERS MEDICAL CENTER
322,2587,201,2273,60044,COLORADO PLAINS MEDICAL CENTER
315,517,201,2461,50040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER
394,421,201,2333,30022,MARICOPA MEDICAL CENTER
233,2716,201,2684,50766,SUTTER SURGICAL HOSPITAL - NORTH VALLEY
269,1156,205,2281,60016,CENTURA HEALTH-ST THOMAS MORE HOSPITAL
262,2633,205,2085,450090,NORTH TEXAS MEDICAL CENTER
174,1,207,1728,140019,SHELBY MEMORIAL HOSPITAL
235,2672,208,713,110142,EVANS MEMORIAL HOSPITAL
327,2684,208,648,420104,MOUNT PLEASANT HOSPITAL
198,2736,208,2282,60117,"ANIMAS SURGICAL HOSPITAL, LLC"
215,2721,208,2307,130066,NORTHWEST SPECIALTY HOSPITAL
297,2257,212,2381,320033,LOS ALAMOS MEDICAL CENTER
165,2645,212,2056,450460,TYLER COUNTY HOSPITAL
310,2121,214,1802,170068,SOUTHWEST MEDICAL CENTER
216,574,215,723,110205,NORTH GEORGIA MEDICAL CENTER
167,2546,216,2240,450845,EL PASO SPECIALTY HOSPITAL
218,2629,217,2065,450451,GLEN ROSE MEDICAL CENTER
135,2397,218,2207,450871,ARISE AUSTIN MEDICAL CENTER
211,1156,218,2164,450108,CONNALLY MEMORIAL MEDICAL CENTER
181,2024,220,1722,140137,GREENVILLE REGIONAL HOSPITAL
280,2508,221,1250,360107,BELLEVUE HOSPITAL
272,2619,221,1551,240014,NORTHFIELD HOSPITAL
230,1734,221,720,110040,NORTHRIDGE MEDICAL CENTER
133,2656,221,952,10047,GEORGIANA MEDICAL CENTER
222,1,221,932,10109,PICKENS COUNTY MEDICAL CENTER
234,1344,226,1077,250126,NORTH OAK REGIONAL MEDICAL CENTER
205,2633,226,1453,230108,PORTAGE HEALTH
203,2754,226,1240,360352,SURGICAL HOSPITAL AT SOUTHWOODS
199,2688,226,1177,180149,WESTLAKE REGIONAL HOSPITAL
209,2754,226,1917,40152,PHYSICIANS' SPECIALTY HOSPITAL
357,1038,226,2660,50028,MAD RIVER COMMUNITY HOSPITAL
192,1498,232,1795,170105,MCPHERSON HOSPITAL INC
109,1,233,107,70039,MASONIC HOME AND HOSPITAL
294,2603,234,949,10022,CHEROKEE MEDICAL CENTER
304,992,234,1753,260034,BATES COUNTY MEMORIAL HOSPITAL
271,1648,236,1522,520109,MILE BLUFF MEDICAL CENTER
288,213,236,2280,60008,SAN LUIS VALLEY HEALTH
324,1261,238,2311,460052,TIMPANOGOS REGIONAL HOSPITAL
523,2680,238,2149,670008,HOUSTON PHYSICIANS' HOSPITAL
243,2653,240,2335,30108,"CORE INSTITUTE SPECIALTY HOSPITAL, THE"
302,992,241,1601,430015,AVERA ST MARY'S HOSPITAL
177,421,242,974,10091,GROVE HILL MEMORIAL HOSPITAL
359,2464,242,2774,500049,WALLA WALLA GENERAL HOSPITAL
350,574,244,2616,50073,KAISER FOUNDATION HOSPITAL AND REHAB CENTER
267,2023,244,1972,370015,MAYES COUNTY MEDICAL CENTER
286,1261,246,1790,170010,MERCY HOSPITAL INDEPENDENCE
238,2299,246,966,10032,WEDOWEE HOSPITAL
175,1600,246,362,390062,NASON HOSPITAL
400,843,246,2372,320017,LOVELACE WOMEN'S HOSPITAL
610,1038,250,1047,440152,REGIONAL ONE HEALTH
223,2125,250,1832,190183,LEONARD J CHABERT MEDICAL CENTER
282,2709,250,1874,190246,P & S SURGICAL HOSPITAL
386,2386,250,2040,450210,ETMC CARTHAGE
226,2587,254,978,10129,NORTH BALDWIN INFIRMARY
242,379,254,302,330008,WYOMING COUNTY COMMUNITY HOSPITAL
208,573,256,246,330268,COBLESKILL REGIONAL HOSPITAL
141,1552,256,988,10052,LAKE MARTIN COMMUNITY HOSPITAL
250,2485,258,530,490117,CARILION TAZEWELL COMMUNITY HOSPITAL
373,1,258,2050,450749,EAST TEXAS MEDICAL CENTER TRINITY
295,2746,258,2071,450888,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE
291,2672,258,2171,450780,METHODIST AMBULATORY SURGERY HOSPITAL NW
239,2536,258,1455,160147,GRINNELL REGIONAL MEDICAL CENTER
221,2669,258,1440,230003,SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL
188,2322,264,1469,160124,LAKES REGIONAL HEALTHCARE
214,2464,265,2184,450825,CORNERSTONE REGIONAL HOSPITAL
430,1555,265,384,390071,LOCK HAVEN HOSPITAL
406,1881,265,2631,50071,KAISER FOUNDATION HOSPITAL-SANTA CLARA
171,1555,268,298,330265,CLIFTON SPRINGS HOSPITAL AND CLINIC
217,2429,268,1949,370153,ELKVIEW GENERAL HOSPITAL
345,2699,270,2133,670059,ST LUKES LAKESIDE HOSPITAL
187,1,270,997,440040,PERRY COMMUNITY HOSPITAL
316,2494,272,2207,670006,THE HOSPITAL AT WESTLAKE MEDICAL CENTER
403,2754,272,1844,190259,LAFAYETTE SURGICAL SPECIALTY HOSPITAL
331,1852,272,1332,150102,INDIANA UNIVERSITY HEALTH STARKE HOSPITAL
318,1393,272,2315,460014,MOUNTAIN WEST MEDICAL CENTER
284,2746,276,1721,140145,ST JOSEPHS HOSPITAL
390,1734,277,984,10087,UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER
671,127,277,2418,50641,EAST LOS ANGELES DOCTORS HOSPITAL
422,2587,279,2373,320074,LOVELACE WESTSIDE HOSPITAL
172,1,279,1977,370083,PUSHMATAHA HOSPITAL
146,1,281,1061,440070,DECATUR COUNTY GENERAL HOSPITAL
279,2643,282,84,200041,INLAND HOSPITAL
426,2691,282,2180,670061,SOUTH TEXAS SURGICAL HOSPITAL
409,2322,282,1162,180117,PARKWAY REGIONAL HOSPITAL
483,623,285,2598,50407,CHINESE HOSPITAL
349,1344,285,2667,50772,KAISER FOUNDATION HOSPITAL - ROSEVILLE
472,2429,287,2287,60075,VALLEY VIEW HOSPITAL ASSOCIATION
296,1852,287,1980,370030,BLACKWELL REGIONAL HOSPITAL
354,1961,287,1893,190106,OAKDALE COMMUNITY HOSPITAL
289,2535,287,1894,190090,WINN PARISH MEDICAL CENTER
260,1923,291,727,110026,ELBERT MEMORIAL HOSPITAL
475,1772,291,2689,50352,BARTON MEMORIAL HOSPITAL
383,2666,293,652,420054,MARLBORO PARK HOSPITAL
319,2720,294,1807,280133,"NEBRASKA SPINE HOSPITAL, LLC"
384,2155,294,2072,450880,BAYLOR SURGICAL HOSPITAL AT FORT WORTH
270,2362,294,2707,380037,PROVIDENCE NEWBERG MEDICAL CENTER
323,2754,297,1805,280131,MIDWEST SURGICAL HOSPITAL LLC
485,1038,297,1311,150129,COMMUNITY WESTVIEW HOSPITAL
476,1685,299,1346,150150,DUPONT HOSPITAL LLC
276,2057,299,1001,440148,STONES RIVER HOSPITAL AND DEKALB COMMUNITY HOSP
755,673,299,2534,50746,ORANGE COUNTY GLOBAL MEDICAL CENTER
261,1,302,1067,440010,WAYNE MEDICAL CENTER
346,2531,302,1353,150176,KENTUCKIANA MEDICAL CENTER LLC
275,1555,304,310,330151,ST JAMES MERCY HOSPITAL
290,1852,305,338,390117,UPMC BEDFORD MEMORIAL
427,2441,306,381,390068,HEART OF LANCASTER REGIONAL MEDICAL CENTER
320,1680,306,1464,160040,SARTORI MEMORIAL HOSPITAL
264,1734,308,1689,140167,IROQUOIS MEMORIAL HOSPITAL
229,2600,308,1761,170133,SAINT LUKE'S CUSHING HOSPITAL
335,786,308,188,330385,NORTH CENTRAL BRONX HOSPITAL
431,2639,311,2103,450400,PARKVIEW REGIONAL HOSPITAL
378,2640,311,1565,240141,FAIRVIEW NORTHLAND REGIONAL HOSPITAL
684,516,311,2476,50738,GREATER EL MONTE COMMUNITY HOSPITAL
299,1992,314,1986,370229,SEMINOLE MEDICAL CENTER
256,2780,314,1939,370206,OKLAHOMA SPINE HOSPITAL
462,673,314,852,100130,LAKESIDE MEDICAL CENTER
258,2480,317,3,220050,BAYSTATE MARY LANE HOSPITAL
548,1261,317,2159,450165,SOUTH TEXAS REGIONAL MEDICAL CENTER
184,179,317,2378,320059,NORTHERN NAVAJO MEDICAL CENTER
585,1881,317,2671,50127,WOODLAND MEMORIAL HOSPITAL
328,2451,321,1304,150038,INDIANA UNIVERSITY HEALTH MORGAN HOSPITAL INC
490,2546,322,2250,60103,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL
252,2699,322,2348,30112,ARIZONA ORTHOPEDIC AND SURGICAL SPECIALITY HOSP
438,2382,322,2294,530015,ST JOHNS MEDICAL CENTER
361,2774,325,2238,450178,PECOS COUNTY MEMORIAL HOSPITAL
442,2261,326,1952,370002,WOODWARD REGIONAL HOSPITAL
337,2663,326,935,10044,MARION REGIONAL MEDICAL CENTER
224,1156,326,1022,440001,UNICOI COUNTY MEMORIAL HOSPITAL
420,671,329,2289,530008,SAGEWEST HEALTH CARE
826,1680,329,2479,50736,MONTEREY PARK HOSPITAL
281,465,331,751,110071,APPLING HOSPITAL
273,2344,331,784,100106,DOCTOR'S MEMORIAL HOSPITAL INC
355,421,331,2176,450605,CARE REGIONAL MEDICAL CENTER
241,2754,331,2020,450422,BAYLOR MEDICAL CENTER AT UPTOWN
342,1685,331,1392,230297,KARMANOS CANCER CENTER
254,106,336,334,390150,SOUTHWEST REGIONAL MEDICAL CENTER
285,882,337,299,330238,NICHOLAS H NOYES MEMORIAL HOSPITAL
274,2549,337,964,10073,CLAY COUNTY HOSPITAL
366,2562,337,1362,150164,MONROE HOSPITAL
377,1393,340,1338,150045,DEKALB HEALTH
453,1309,340,1053,440182,MCKENZIE REGIONAL HOSPITAL
248,1685,340,1118,110194,DONALSONVILLE HOSPITAL INC
301,2508,343,2096,450085,GRAHAM REGIONAL MEDICAL CENTER
194,2444,344,1779,170094,COFFEY COUNTY HOSPITAL
305,2653,344,1086,250002,TISHOMINGO HEALTH SERVICES INC
253,2776,346,1133,180115,ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CT
312,1034,347,721,110187,CHESTATEE REGIONAL HOSPITAL
311,2322,347,2232,450055,ROLLING PLAINS MEMORIAL HOSPITAL
139,1553,349,1720,140077,TOUCHETTE REGIONAL HOSPITAL INC
332,2125,349,81,200052,NORTHERN MAINE MEDICAL CENTER
333,943,349,2382,320013,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS
344,2322,352,364,390104,KANE COMMUNITY HOSPITAL
321,2095,353,1959,370227,ST JOHN OWASSO
219,1991,353,1891,190218,SABINE MEDICAL CENTER
429,2695,355,418,390322,ROTHMAN ORTHOPAEDIC SPECIALTY HOSPITAL LLC
298,2545,355,787,100081,HEALTHMARK REGIONAL MEDICAL CENTER
266,2713,355,2648,50726,STANISLAUS SURGICAL HOSPITAL
255,2672,358,2090,450827,KELL WEST REGIONAL HOSPITAL
370,2181,359,740,110092,DODGE COUNTY HOSPITAL
535,2121,359,1089,250038,MERIT HEALTH MADISON
348,2261,359,410,390236,"MEMORIAL HOSPITAL, INC  TOWANDA"
277,2652,362,1869,190088,SPRINGHILL MEDICAL CENTER
482,574,362,2337,30001,ABRAZO MARYVALE CAMPUS
317,1555,364,1604,430048,SPEARFISH REGIONAL HOSPITAL
112,2683,364,958,10097,ELMORE COMMUNITY HOSPITAL
283,2595,366,1867,190118,DESOTO REGIONAL HEALTH SYSTEM
343,2746,366,2173,450856,SOUTH TEXAS SPINE AND SURGICAL HOSPITAL
444,1034,366,2380,320011,PRESBYTERIAN ESPANOLA HOSPITAL
347,2397,369,2229,450162,GRACE MEDICAL CENTER
353,2555,370,1181,360092,MEMORIAL HOSPITAL
455,2158,371,724,110027,"TY COBB REGIONAL MEDICAL CENTER, LLC"
292,2587,372,2158,450597,CUERO COMMUNITY HOSPITAL
554,1441,372,2677,50425,KAISER FOUNDATION HOSPITAL - SACRAMENTO
448,2629,374,2028,450766,UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY
425,2397,374,2057,670071,TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON
599,2672,376,2664,50537,SUTTER DAVIS HOSPITAL
473,1393,377,2675,50674,KAISER FOUNDATION HOSP SO SACRAMENTO
363,2746,377,2059,670067,BAYLOR ORTHOPEDIC AND SPINE HOSPITAL AT ARLINGTON
413,2261,377,1847,190034,ABBEVILLE GENERAL HOSPITAL
314,2386,380,1163,180095,CRITTENDEN HEALTH SYSTEM
392,2640,381,1563,240187,HUTCHINSON HEALTH
454,2633,381,1561,240076,BUFFALO HOSPITAL
340,2754,383,2024,670049,NORTH CENTRAL SURGICAL CENTER LLP
246,2095,383,976,10007,MIZELL MEMORIAL HOSPITAL
531,1648,383,2657,50090,SONOMA VALLEY HOSPITAL
559,1,383,2477,50205,GLENDORA COMMUNITY HOSPITAL
558,1650,387,1127,180101,GEORGETOWN COMMUNITY HOSPITAL
300,1600,387,312,330096,JONES MEMORIAL HOSPITAL
497,1813,387,2101,450192,HILL REGIONAL HOSPITAL
404,1393,387,1578,240084,ESSENTIA HEALTH VIRGINIA
326,2468,391,1416,230208,SPARROW CARSON HOSPITAL
528,623,391,385,390084,SUNBURY COMMUNITY HOSPITAL
467,2158,391,1072,440192,HIGHLANDS MEDICAL CENTER
434,2647,391,2412,290051,SIERRA SURGERY HOSPITAL
498,1309,395,386,390003,GEISINGER - BLOOMSBURG HOSPITAL
542,1685,395,1948,370019,GREAT PLAINS REGIONAL MEDICAL CENTER
