cost,discharge,income,provider_id
0.20567602,0.140306122,0.824617347,60075
0.129464286,0.141581633,0.259566327,110026
0.206632653,0.141581633,0.969387755,50352
0.175063776,0.142219388,0.234056122,420054
0.128188776,0.142538265,0.379464286,250010
0.151466837,0.142857143,0.647640306,280133
0.175382653,0.142857143,0.748086735,450880
0.133290816,0.142857143,0.975765306,380037
0.210459184,0.143813776,0.460140306,150129
0.153061224,0.143813776,0.647002551,280131
0.135204082,0.144451531,0.352040816,440148
0.206951531,0.144451531,0.472576531,150150
0.305484694,0.144451531,0.917729592,50746
0.161352041,0.145408163,0.246173469,110183
0.129783163,0.145408163,0.375637755,440010
0.161033163,0.145408163,0.475127551,150176
0.134885204,0.146364796,0.10682398,330151
0.140943878,0.146683673,0.115752551,390117
0.189732143,0.147002551,0.130739796,390068
0.151785714,0.147002551,0.513711735,160040
0.156887755,0.147640306,0.065369898,330385
0.130739796,0.147640306,0.591517857,140167
0.117984694,0.147640306,0.630420918,170133
0.172831633,0.148596939,0.546875,240141
0.191645408,0.148596939,0.758609694,450400
0.281887755,0.148596939,0.897321429,50738
0.202487245,0.149553571,0.301977041,100130
0.127869898,0.149553571,0.698341837,370206
0.144451531,0.149553571,0.71619898,370229
0.128826531,0.150510204,0.000956633,220050
0.233418367,0.150510204,0.780612245,450165
0.100765306,0.150510204,0.863839286,320059
0.246173469,0.150510204,0.963647959,50127
0.154655612,0.151785714,0.458545918,150038
0.212691327,0.152104592,0.812181122,60103
0.193877551,0.152104592,0.828125,530015
0.126594388,0.152104592,0.848214286,30112
0.137436224,0.153061224,0.492346939,230013
0.166454082,0.153061224,0.808354592,450178
0.157844388,0.15369898,0.328762755,10044
0.116390306,0.15369898,0.359693878,440001
0.195153061,0.15369898,0.703762755,370002
0.20057398,0.154655612,0.692283163,40018
0.1875,0.154655612,0.825892857,530008
0.331313776,0.154655612,0.898278061,50736
0.137117347,0.155612245,0.267857143,110071
0.134247449,0.155612245,0.279336735,100106
0.159757653,0.155612245,0.489158163,230297
0.122767857,0.155612245,0.727997449,450422
0.164540816,0.155612245,0.786989796,450605
0.127232143,0.157206633,0.114477041,390150
0.138711735,0.15752551,0.103316327,330238
0.134566327,0.15752551,0.338647959,10073
0.168367347,0.15752551,0.478635204,150164
0.198979592,0.158482143,0.370216837,440182
0.125318878,0.158482143,0.395408163,110194
0.172512755,0.158482143,0.47002551,150045
0.145089286,0.159438776,0.755739796,450085
0.146683673,0.159757653,0.382971939,250002
0.104591837,0.159757653,0.637436224,170094
0.099489796,0.159757653,0.711734694,370057
0.276785714,0.159757653,0.739158163,450194
0.126913265,0.161033163,0.400191327,180115
0.149234694,0.161352041,0.257334184,110187
0.148915816,0.161352041,0.806441327,450055
0.155931122,0.161989796,0.029655612,200052
0.082908163,0.161989796,0.601403061,140077
0.15625,0.161989796,0.865114796,320013
0.160395408,0.162946429,0.125,390104
0.162946429,0.162946429,0.775829082,450591
0.114158163,0.163584184,0.678571429,190218
0.152104592,0.163584184,0.706313776,370227
0.190688776,0.164221939,0.142219388,390322
0.143813776,0.164221939,0.280293367,100081
0.131696429,0.164221939,0.95567602,50726
0.12755102,0.165178571,0.753507653,450827
0.17442602,0.165497449,0.355548469,440054
0.161989796,0.165816327,0.139668367,390236
0.169642857,0.165816327,0.264030612,110092
0.228635204,0.165816327,0.384566327,250038
0.135522959,0.166772959,0.670280612,190088
0.209502551,0.166772959,0.844387755,30001
0.072066327,0.167410714,0.336734694,10097
0.173469388,0.167410714,0.557397959,430008
0.150829082,0.167410714,0.5625,430048
0.13807398,0.168367347,0.669642857,190118
0.160076531,0.168367347,0.786033163,450856
0.195790816,0.168367347,0.864477041,320011
0.161670918,0.16932398,0.804528061,450162
0.163903061,0.169642857,0.416454082,360092
0.199617347,0.169961735,0.258290816,110027
0.141581633,0.170280612,0.77997449,450597
0.235331633,0.170280612,0.965561224,50425
0.197385204,0.170918367,0.732142857,450766
0.189094388,0.170918367,0.742984694,670071
0.250956633,0.171556122,0.961415816,50537
0.185267857,0.171875,0.663584184,190034
0.167091837,0.171875,0.743622449,670067
0.205994898,0.171875,0.964923469,50674
0.149872449,0.172831633,0.410076531,180095
0.207908163,0.172831633,0.73309949,450188
0.199298469,0.173469388,0.54559949,240076
0.177933673,0.173469388,0.546237245,240187
0.124681122,0.174107143,0.342793367,10007
0.159119898,0.174107143,0.729591837,670049
0.23692602,0.174107143,0.897640306,50205
0.227359694,0.174107143,0.959183673,50090
0.144770408,0.175382653,0.107461735,330096
0.236607143,0.175382653,0.398278061,180101
0.182079082,0.175382653,0.551020408,240084
0.215242347,0.175382653,0.757971939,450192
0.226084184,0.176658163,0.131696429,390084
0.204081633,0.176658163,0.37755102,440192
0.154017857,0.176658163,0.497130102,230208
0.181760204,0.176658163,0.82557398,530025
0.192283163,0.176658163,0.875318878,290051
0.215561224,0.178252551,0.132015306,390003
0.231186224,0.178252551,0.70184949,370019
0.129145408,0.178890306,0.39317602,250049
0.148278061,0.178890306,0.829081633,130065
0.229272959,0.178890306,0.947385204,50075
0.184630102,0.179846939,0.330357143,10059
0.166135204,0.179846939,0.34247449,10120
0.17315051,0.179846939,0.541772959,240071
0.203762755,0.179846939,0.664540816,190025
0.179528061,0.179846939,0.822066327,60036
0.116709184,0.179846939,0.846938776,30107
0.181122449,0.179846939,0.977040816,380082
0.206313776,0.182079082,0.374043367,440051
0.183354592,0.182397959,0.203125,510082
0.192602041,0.182397959,0.699298469,370203
0.158482143,0.183035714,0.335778061,10034
0.156568878,0.183354592,0.453443878,360263
0.196428571,0.183354592,0.520727041,160013
0.286352041,0.183354592,0.953762755,50167
0.287946429,0.184311224,0.72002551,450822
0.159438776,0.184630102,0.270408163,110073
0.197066327,0.184630102,0.779336735,450187
0.192920918,0.185267857,0.838966837,460011
0.135841837,0.185586735,0.099808673,330053
0.186862245,0.185586735,0.254464286,110109
0.230867347,0.185586735,0.772321429,450832
0.229591837,0.185586735,0.867346939,320086
0.242665816,0.185586735,0.999362245,20024
0.223852041,0.187181122,0.064732143,330316
0.178890306,0.187181122,0.394770408,110132
0.213329082,0.187181122,0.82684949,530002
0.219387755,0.187181122,0.905293367,50234
0.171875,0.187181122,0.974170918,380038
0.145408163,0.18877551,0.09375,330213
0.200255102,0.18877551,0.336096939,10126
0.087372449,0.18877551,0.642857143,170187
0.201530612,0.18877551,0.836096939,460003
0.217793367,0.18877551,0.983418367,380040
0.20440051,0.190369898,0.67059949,190278
0.210140306,0.190369898,0.801339286,450539
0.301020408,0.190369898,0.938137755,50008
0.246492347,0.191326531,0.777423469,450005
0.270089286,0.191645408,0.334821429,10150
0.171556122,0.191645408,0.701530612,370029
0.117665816,0.192283163,0.133928571,390314
0.225446429,0.192602041,0.086734694,330224
0.164859694,0.192602041,0.63934949,170027
0.241709184,0.193239796,0.239477041,420103
0.176658163,0.193239796,0.442283163,360046
0.187818878,0.193239796,0.470982143,150091
0.293048469,0.193239796,0.796556122,670079
0.14190051,0.194515306,0.340561224,10062
0.227040816,0.194515306,0.356186224,440064
0.256377551,0.194515306,0.903061224,50435
0.163584184,0.195471939,0.365114796,440057
0.248086735,0.195790816,0.924744898,50608
0.139030612,0.196109694,0.12244898,390122
0.21875,0.196109694,0.624681122,260228
0.227678571,0.196747449,0.824298469,60054
0.168048469,0.197066327,0.391262755,250036
0.194196429,0.197066327,0.447704082,360013
0.174107143,0.197066327,0.527423469,520194
0.105229592,0.197066327,0.633290816,170188
0.212372449,0.198341837,0.240433673,420037
0.132653061,0.198341837,0.621173469,260102
0.177614796,0.198979592,0.334183673,10069
0.210778061,0.198979592,0.396364796,180024
0.208864796,0.199617347,0.598214286,140161
0.182397959,0.199936224,0.48309949,230241
0.231505102,0.199936224,0.687181122,40085
0.179209184,0.20057398,0.031568878,470011
0.211415816,0.20057398,0.206951531,340036
0.15497449,0.201211735,0.390625,250085
0.203125,0.201530612,0.421237245,360197
0.220982143,0.201530612,0.630420918,170009
0.146045918,0.202168367,0.117346939,390199
0.17059949,0.202168367,0.502232143,230015
0.344068878,0.202168367,0.909438776,50298
0.262117347,0.203125,0.256696429,110189
0.281568878,0.203125,0.883609694,50091
0.149553571,0.203762755,0.356505102,440007
0.18622449,0.203762755,0.454081633,360058
0.147959184,0.203762755,0.691326531,40002
0.290178571,0.204719388,0.949936224,50296
0.125637755,0.205038265,0.694196429,370158
0.219706633,0.205357143,0.120216837,390266
0.29432398,0.205357143,0.730548469,450379
0.220663265,0.205994898,0.542091837,240059
0.211734694,0.206313776,0.524234694,520116
0.193239796,0.206632653,0.455038265,360071
0.207589286,0.206632653,0.631377551,170014
0.253507653,0.206632653,0.819515306,60004
0.169005102,0.207589286,0.404655612,180053
0.290497449,0.207589286,0.764987245,670075
0.236288265,0.208227041,0.636160714,170058
0.221938776,0.208545918,0.114158163,390160
0.216517857,0.208545918,0.139030612,390192
0.264030612,0.208545918,0.97130102,120014
0.15880102,0.209502551,0.385204082,250124
0.15369898,0.209502551,0.501913265,230096
0.166772959,0.210140306,0.615752551,260160
0.218112245,0.210140306,0.705994898,370099
0.25127551,0.210140306,0.801020408,450099
0.158163265,0.211096939,0.675382653,190140
0.238201531,0.211096939,0.725446429,450833
0.269132653,0.211096939,0.943558673,50276
0.365114796,0.212053571,0.043686224,310118
0.213010204,0.212053571,0.47130102,150146
0.193558673,0.212053571,0.65880102,190001
0.16932398,0.213010204,0.361607143,440180
0.282844388,0.213010204,0.645089286,170175
