cost,discharge,quality,provider_id,provider
0.870707089,0.087348751,0.661085058,250007,MERIT HEALTH BILOXI
0.044099603,0.087724637,0.833187155,510023,WEIRTON MEDICAL CENTER
0.627175964,0.088190019,0.591223956,30114,ORO VALLEY HOSPITAL
0.47244317,0.088556956,0.927087062,440046,TRISTAR HORIZON MEDICAL CENTER
0.178484451,0.088556956,0.255969428,240100,SANFORD BEMIDJI MEDICAL CENTER
0.690632033,0.089389275,0.732861388,360074,FLOWER HOSPITAL
0.151825665,0.089845708,0.480776115,340132,MARIA PARHAM MEDICAL CENTER
0.382194271,0.090248443,0.330833393,140160,FHN MEMORIAL HOSPITAL
0.727499431,0.090248443,0.460523019,60027,BOULDER COMMUNITY FOOTHILLS HOSPITAL
0.437060063,0.091089711,0.329320899,440058,SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER
0.167800461,0.091089711,0.894590821,490013,SENTARA HALIFAX REGIONAL HOSPITAL
0.147167992,0.091904131,0.778343596,150011,MARION GENERAL HOSPITAL
0.33412068,0.091904131,0.302579294,520027,COLUMBIA ST MARYS HOSPITAL OZAUKEE
0.748606337,0.092763299,0.693840839,50261,SIERRA VIEW MEDICAL CENTER
0.740383628,0.093183934,0.09032004,50104,SAINT FRANCIS MEDICAL CENTER
0.808480682,0.093586669,0.788653612,450702,LONGVIEW REGIONAL MEDICAL CENTER
0.84121699,0.094052051,0.04893678,50038,SANTA CLARA VALLEY MEDICAL CENTER
0.97056882,0.094517434,0.498371161,390081,DELAWARE COUNTY MEMORIAL HOSPITAL
0.646617503,0.094955968,0.427480848,140049,WEST SUBURBAN MEDICAL CENTER
0.837168905,0.094955968,0.558700866,490020,JOHN RANDOLPH MEDICAL CENTER
0.910133405,0.094955968,0.037400659,50581,LAKEWOOD REGIONAL MEDICAL CENTER
0.286727555,0.094955968,0.32178528,450352,HUNT REGIONAL MEDICAL CENTER
0.133981799,0.096728002,0.987783704,330235,AUBURN COMMUNITY HOSPITAL
0.248522888,0.097130737,0.995838405,110089,COFFEE REGIONAL MEDICAL CENTER
0.416172719,0.097130737,0.759200258,380002,ASANTE THREE RIVERS MEDICAL CENTER
0.454843612,0.097972005,0.553698002,500011,HIGHLINE MEDICAL CENTER
0.822468943,0.097972005,0.368126656,60113,CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL
0.602142696,0.098875922,0.263397652,500064,HARBORVIEW MEDICAL CENTER
0.086998836,0.099314456,0.455475406,390031,SCHUYLKILL MEDICAL CENTER - EAST NORWEGIAN STREET
0.837609324,0.099779838,0.194852151,190176,TULANE MEDICAL CENTER
0.749292871,0.099779838,0.08278442,50045,EL CENTRO REGIONAL MEDICAL CENTER
0.893676929,0.099779838,0.115200115,110198,NORTH FULTON HOSPITAL
0.272358277,0.101211785,0.354424715,280065,GREAT PLAINS HEALTH
0.349714375,0.101211785,0.781198539,450847,MEMORIAL HERMANN KATY HOSPITAL
0.85502221,0.101211785,0.442507339,670041,SETON MEDICAL CENTER WILLIAMSON
0.788711023,0.102652681,0.065153576,440228,SAINT FRANCIS BARTLETT MEDICAL CENTER
0.444009775,0.103064366,0.618994773,420105,MCLEOD LORIS SEACOAST HOSPITAL
0.54956229,0.103449202,0.779489153,260017,PHELPS COUNTY REGIONAL MEDICAL CENTER
0.960882828,0.103851937,0.830332212,50633,TWIN CITIES COMMUNITY HOSPITAL
0.454215325,0.104254672,0.868788931,360192,UH GEAUGA MEDICAL CENTER
0.093399807,0.104254672,0.856536837,360095,BLANCHARD VALLEY HOSPITAL
0.697564207,0.105167538,0.708750984,330261,PHELPS MEMORIAL HOSPITAL ASSN
0.166262222,0.105623971,0.204231403,390065,GETTYSBURG HOSPITAL
0.341036391,0.106053555,0.306275507,330202,KINGS COUNTY HOSPITAL CENTER
0.240664791,0.106527887,0.370883153,150007,COMMUNITY HOWARD REGIONAL HEALTH INC
0.891515651,0.106527887,0.031896613,50079,DOCTORS MEDICAL CENTER - SAN PABLO
0.528353196,0.107476552,0.547102098,150006,INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL
0.038507281,0.107476552,0.389892246,390013,EVANGELICAL COMMUNITY HOSPITAL
0.429554314,0.108317821,0.961122646,140063,RUSH OAK PARK HOSPITAL
0.064330034,0.108317821,0.996617026,470012,SOUTHWESTERN VERMONT MEDICAL CENTER
0.584804486,0.109159089,0.999176631,120022,STRAUB CLINIC AND HOSPITAL
0.159383415,0.109597623,0.714881506,150005,HENDRICKS REGIONAL HEALTH
0.143568075,0.110054056,0.587993127,230031,ST JOSEPH MERCY PORT HURON
0.364899499,0.110501539,0.980292833,10149,BAPTIST MEDICAL CENTER EAST
0.825479102,0.110501539,0.516530035,420083,MARY BLACK MEMORIAL HOSPITAL
0.927614283,0.111360707,0.492634424,390080,JEANES HOSPITAL
0.180272056,0.111843989,0.980722417,380060,ADVENTIST MEDICAL CENTER
0.043610987,0.112327271,0.563569485,500072,OLYMPIC MEDICAL CENTER
0.102028588,0.112747906,0.101507124,390030,SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET
0.164626256,0.11316854,0.85268848,160146,ST LUKES REGIONAL MEDICAL CENTER
0.530091624,0.11316854,0.396640295,100050,PALM SPRINGS GENERAL HOSPITAL
0.355807296,0.114036658,0.531923462,380075,PROVIDENCE MEDFORD MEDICAL CENTER
0.238320402,0.114036658,0.407540989,160016,TRINITY REGIONAL MEDICAL CENTER
0.297009416,0.114976373,0.652627622,420048,KERSHAW HEALTH
0.863982451,0.115432806,0.507088136,450028,"VHS BROWNSVILLE HOSPITAL COMPANY, LLC"
0.751946134,0.115907138,0.268060428,390329,EINSTEIN MEDICAL CENTER MONTGOMERY
0.543029522,0.116354622,0.872798382,280081,CHI HEALTH IMMANUEL
0.904380725,0.116354622,0.725567409,310060,ST LUKE'S WARREN HOSPITAL
0.508731082,0.117160092,0.407988473,330340,SOUTHAMPTON HOSPITAL
0.47905766,0.117616525,0.638567695,500119,VALLEY HOSPITAL
0.053038546,0.117616525,0.738938211,330226,UNITY HOSPITAL OF ROCHESTER
0.631414883,0.118493592,0.754680676,50426,WEST ANAHEIM MEDICAL CENTER
0.557232114,0.118932126,0.653084055,100316,PALM BAY HOSPITAL
0.806223376,0.118932126,0.201286962,50295,MERCY HOSPITAL
0.080379664,0.119862891,0.984275435,200001,ST JOSEPH HOSPITAL
0.835195008,0.119862891,0.086596979,450558,ABILENE REGIONAL MEDICAL CENTER
0.789747444,0.120775757,0.402878213,450087,NORTH HILLS HOSPITAL
0.468582912,0.121276938,0.640652968,70031,GRIFFIN HOSPITAL
0.720391672,0.121276938,0.272562111,60064,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL
0.052079248,0.12205556,0.570057994,490090,"SOUTHSIDE COMMUNITY HOSPITAL, INC"
0.158403283,0.122485144,0.003391924,370034,MCALESTER REGIONAL HEALTH CENTER AUTHORITY
0.774152325,0.122485144,0.981205699,390326,ST LUKE'S HOSPITAL - ANDERSON CAMPUS
0.247613855,0.12338906,0.53064366,250099,GREENWOOD LEFLORE HOSPITAL
0.258654079,0.123890241,0.921824658,380089,LEGACY MERIDIAN PARK MEDICAL CENTER
0.171290751,0.124355624,0.40994845,220001,"HEALTHALLIANCE HOSPITALS, INC"
0.104521115,0.124355624,0.203828668,330094,COLUMBIA MEMORIAL HOSPITAL
0.858663548,0.125232691,0.945899263,50335,SONORA REGIONAL MEDICAL CENTER
0.092407042,0.125232691,0.578578077,40084,SALINE MEMORIAL HOSPITAL
0.949235083,0.126047111,0.834538555,50283,VALLEYCARE MEDICAL CENTER
0.26884353,0.126521443,0.825615737,80009,BAYHEALTH - MILFORD MEMORIAL HOSPITAL
0.711832011,0.126959977,0.138657192,50770,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA
0.957886665,0.126959977,0.174563256,50132,SAN GABRIEL VALLEY MEDICAL CENTER
0.253237598,0.127881793,0.033731295,500031,GRAYS HARBOR COMMUNITY HOSPITAL
0.274209483,0.128320326,0.862470466,260025,HANNIBAL REGIONAL HOSPITAL
0.833166907,0.128320326,0.971092575,100154,SOUTH MIAMI HOSPITAL
