cost,costval,quality,incomeval,income,insured,adjudicated_location_id,description,procedure_code,no_procedures,provider
0.867105263,1.00,0.748684211,1,0.946381579,0,,,,,CAROLINAS MEDICAL CENTER-NORTHEAST
0.869736842,1.00,0.130592105,1,0.946052632,0,,,,,NEW YORK METHODIST HOSPITAL
0.930592105,1.00,0.438815789,1,0.945723684,0,,,,,VANDERBILT UNIVERSITY HOSPITAL
0.957236842,1.00,0.034210526,1,0.945394737,0,,,,,MARTIN MEDICAL CENTER
0.789144737,1.00,0.69375,1,0.945065789,0,,,,,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON"
0.898026316,1.00,0.226644737,1,0.944736842,0,,,,,NORTH SHORE MEDICAL CENTER
0.948026316,1.00,0.756578947,1,0.944407895,0,,,,,MIAMI VALLEY HOSPITAL
0.975986842,1.00,0.695723684,1,0.944078947,0,,,,,LONG ISLAND JEWISH MEDICAL CENTER
0.919407895,1.00,0.680263158,1,0.94375,0,,,,,MERCY HOSPITAL ST LOUIS
0.856907895,1.00,0.374342105,1,0.943421053,0,,,,,MAINE MEDICAL CENTER
0.866447368,1.00,0.597039474,1,0.943092105,0,,,,,UNIVERSITY HOSPITAL
0.981907895,1.00,0.420394737,1,0.942763158,0,,,,,TRIDENT MEDICAL CENTER
0.854605263,1.00,0.635197368,1,0.942434211,0,,,,,PINNACLE HEALTH HOSPITALS
0.982236842,1.00,0.35625,1,0.942105263,0,,,,,ST LUKE'S HOSPITAL BETHLEHEM
0.802302632,1.00,0.266118421,1,0.941776316,0,,,,,HENRY FORD MACOMB HOSPITAL
0.885855263,1.00,0.1,1,0.941447368,0,,,,,FRANCISCAN ST JAMES HEALTH
0.876315789,1.00,0.902960526,1,0.941118421,0,,,,,ST MARYS HOSPITAL
0.955592105,1.00,0.157565789,1,0.940789474,0,,,,,OVERLOOK MEDICAL CENTER
0.932236842,1.00,0.139473684,1,0.940460526,0,,,,,WILKES-BARRE GENERAL HOSPITAL
0.950657895,1.00,0.165789474,1,0.940131579,0,,,,,UNIVERSITY OF VIRGINIA MEDICAL CENTER
0.984210526,1.00,0.208881579,1,0.939802632,0,,,,,TAMPA GENERAL HOSPITAL
0.878947368,1.00,0.725657895,1,0.939473684,0,,,,,CAROLINAS HEALTHCARE SYSTEM PINEVILLE
0.891776316,1.00,0.349342105,1,0.939144737,0,,,,,SOUTHEAST ALABAMA MEDICAL CENTER
0.896710526,1.00,0.605592105,1,0.938815789,0,,,,,NORTH KANSAS CITY HOSPITAL
0.937828947,1.00,0.004934211,1,0.938486842,0,,,,,JOHNSON CITY MEDICAL CENTER
0.862171053,1.00,0.138815789,1,0.938157895,0,,,,,SANFORD MEDICAL CENTER FARGO
0.777302632,1.00,0.560197368,1,0.937828947,0,,,,,ST MARY MERCY HOSPITAL
0.974013158,1.00,0.598355263,1,0.937171053,0,,,,,DELRAY MEDICAL CENTER
0.926315789,1.00,0.428947368,1,0.937171053,0,,,,,IOWA METHODIST MEDICAL CENTER
0.942105263,1.00,0.842434211,1,0.936842105,0,,,,,RUSH UNIVERSITY MEDICAL CENTER
0.840460526,1.00,0.680921053,1,0.936513158,0,,,,,BETH ISRAEL DEACONESS MEDICAL CENTER
0.909539474,1.00,0.219078947,1,0.936184211,0,,,,,NORTHWEST COMMUNITY HOSPITAL 1
0.828947368,1.00,0.833552632,1,0.935855263,0,,,,,ST MARY'S MEDICAL CENTER
0.948355263,1.00,0.664473684,1,0.935526316,0,,,,,ST DAVID'S MEDICAL CENTER
0.879934211,1.00,0.627302632,1,0.935197368,0,,,,,ALLEGIANCE HEALTH
0.910855263,1.00,0.276644737,1,0.934868421,0,,,,,CHRISTUS SANTA ROSA HOSPITAL
0.963815789,1.00,0.607894737,1,0.934539474,0,,,,,WESLEY MEDICAL CENTER
0.833223684,1.00,0.309210526,1,0.934210526,0,,,,,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK
0.874671053,1.00,0.063815789,1,0.933881579,0,,,,,BAPTIST ST ANTHONY'S HOSPITAL
0.766447368,1.00,0.838815789,1,0.933552632,0,,,,,PARK NICOLLET METHODIST HOSPITAL
0.949013158,1.00,0.223684211,1,0.933223684,0,,,,,ST LUKE'S ROOSEVELT HOSPITAL
0.902631579,1.00,0.583552632,1,0.932894737,0,,,,,FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS
0.949671053,1.00,0.841776316,1,0.932565789,0,,,,,ALEXIAN BROTHERS MEDICAL CENTER 1
0.958223684,1.00,0.214473684,1,0.932236842,0,,,,,OCALA REGIONAL MEDICAL CENTER
0.963157895,1.00,0.432236842,1,0.931907895,0,,,,,CENTRAL DUPAGE HOSPITAL
0.961842105,1.00,0.272368421,1,0.931578947,0,,,,,CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME
0.873355263,1.00,0.362171053,1,0.93125,0,,,,,BRYAN MEDICAL CENTER
0.944407895,1.00,0.084210526,1,0.930921053,0,,,,,SUMMA HEALTH SYSTEMS HOSPITALS
0.922368421,1.00,0.400657895,1,0.930592105,0,,,,,MORTON PLANT HOSPITAL
0.898684211,1.00,0.379276316,1,0.930263158,0,,,,,BORGESS MEDICAL CENTER
0.924671053,1.00,0.292763158,1,0.929934211,0,,,,,RENOWN REGIONAL MEDICAL CENTER
0.872039474,1.00,0.199342105,1,0.929605263,0,,,,,PRESBYTERIAN HOSPITAL
0.888157895,1.00,0.173026316,1,0.929276316,0,,,,,LEESBURG REGIONAL MEDICAL CENTER
0.934539474,1.00,0.642434211,1,0.928947368,0,,,,,ST MARY MEDICAL CENTER
0.969736842,1.00,0.666447368,1,0.928618421,0,,,,,ANMED HEALTH
0.905263158,1.00,0.513486842,1,0.928289474,0,,,,,GHS GREENVILLE MEMORIAL HOSPITAL
0.848026316,1.00,0.771710526,1,0.927960526,0,,,,,SOUTHEASTERN REGIONAL MEDICAL CENTER
0.986842105,1.00,0.791118421,1,0.927302632,0,,,,,HENRICO DOCTORS' HOSPITAL
0.944078947,1.00,0.755592105,1,0.927302632,0,,,,,"ST FRANCIS HOSPITAL, ROSLYN"
0.851315789,1.00,0.437828947,1,0.926973684,0,,,,,BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM
0.940789474,1.00,0.848684211,1,0.926644737,0,,,,,ORANGE REGIONAL MEDICAL CENTER
0.834868421,1.00,0.361184211,1,0.926315789,0,,,,,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER
0.914802632,1.00,0.100986842,1,0.925986842,0,,,,,TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS
0.9125,1.00,0.337828947,1,0.925657895,0,,,,,RHODE ISLAND HOSPITAL
0.856578947,1.00,0.536513158,1,0.925328947,0,,,,,LAKE HEALTH
0.792763158,1.00,0.412828947,1,0.925,0,,,,,ST JOSEPH MERCY OAKLAND
0.979934211,1.00,0.418421053,1,0.924671053,0,,,,,GROSSMONT HOSPITAL
0.922697368,1.00,0.568092105,1,0.924342105,0,,,,,UNIVERSITY HOSPITALS CASE MEDICAL CENTER
0.921710526,1.00,0.458223684,1,0.924013158,0,,,,,EDWARD HOSPITAL
0.867763158,1.00,0.148684211,1,0.923684211,0,,,,,ST VINCENT INFIRMARY MEDICAL CENTER
0.823026316,1.00,0.472368421,1,0.923355263,0,,,,,THE MEDICAL CENTER AT BOWLING GREEN
0.904605263,1.00,0.257894737,1,0.923026316,0,,,,,HUNTINGTON HOSPITAL
0.933552632,1.00,0.227631579,1,0.922697368,0,,,,,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL
0.852960526,1.00,0.430263158,1,0.922039474,0,,,,,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS
0.814473684,1.00,0.850657895,1,0.922039474,0,,,,,HEARTLAND REGIONAL MEDICAL CENTER
0.85625,1.00,0.357894737,1,0.921710526,0,,,,,GWINNETT MEDICAL CENTER
0.974671053,1.00,0.210197368,1,0.921381579,0,,,,,LENOX HILL HOSPITAL
0.820723684,1.00,0.655592105,1,0.921052632,0,,,,,OWENSBORO HEALTH REGIONAL HOSPITAL
0.892434211,1.00,0.602631579,1,0.920723684,0,,,,,ST JOHNS HOSPITAL
0.810526316,1.00,0.688486842,1,0.920394737,0,,,,,BOONE HOSPITAL CENTER
0.865789474,1.00,0.257894737,1,0.920065789,0,,,,,FLORIDA HOSPITAL WATERMAN
0.866776316,1.00,0.644407895,1,0.919736842,0,,,,,ATHENS REGIONAL MEDICAL CENTER
0.825657895,1.00,0.379934211,1,0.919407895,0,,,,,EASTERN MAINE MEDICAL CENTER
0.872697368,1.00,0.170394737,1,0.919078947,0,,,,,PARKVIEW REGIONAL MEDICAL CENTER
0.919078947,1.00,0.36875,1,0.91875,0,,,,,SANFORD USD MEDICAL CENTER
0.973355263,1.00,0.448684211,1,0.918421053,0,,,,,SAINT BARNABAS MEDICAL CENTER
0.850986842,1.00,0.039144737,1,0.918092105,0,,,,,DANBURY HOSPITAL
0.869078947,1.00,0.511842105,1,0.917763158,0,,,,,BANNER BAYWOOD MEDICAL CENTER
0.942434211,1.00,0.379934211,1,0.917434211,0,,,,,GRAND STRAND REGIONAL MEDICAL CENTER
0.967105263,1.00,0.460855263,1,0.917105263,0,,,,,GEISINGER MEDICAL CENTER
0.684868421,1.00,0.225,1,0.916776316,0,,,,,ST BERNARDS MEDICAL CENTER
0.879276316,1.00,0.395723684,1,0.916447368,0,,,,,GOOD SHEPHERD MEDICAL CENTER
0.948684211,1.00,0.116118421,1,0.916118421,0,,,,,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER
0.96875,1.00,0.126973684,1,0.915460526,0,,,,,OCEAN MEDICAL CENTER
0.864802632,1.00,0.742105263,1,0.915460526,0,,,,,MEMORIAL HOSPITAL
0.826973684,1.00,0.354276316,1,0.915131579,0,,,,,UNIVERSITY OF VERMONT MEDICAL CENTER
0.853289474,1.00,0.732565789,1,0.914802632,0,,,,,UNION HOSPITAL INC
0.927302632,1.00,0.638486842,1,0.914473684,0,,,,,LEWISGALE MEDICAL CENTER
0.882236842,1.00,0.241118421,1,0.914144737,0,,,,,REGIONS HOSPITAL
0.823684211,1.00,0.408881579,1,0.913815789,0,,,,,GENESIS MEDICAL CENTER-DAVENPORT
0.873684211,1.00,0.761842105,1,0.913486842,0,,,,,SENTARA NORFOLK GENERAL HOSPITAL
0.975,1.00,0.605592105,1,0.913157895,0,,,,,HUNTINGTON MEMORIAL HOSPITAL
0.938157895,1.00,0.024671053,1,0.912828947,0,,,,,COMMUNITY REGIONAL MEDICAL CENTER
0.883223684,1.00,0.865789474,1,0.9125,0,,,,,CHRIST HOSPITAL
0.83125,1.00,0.730263158,1,0.912171053,0,,,,,HILLCREST HOSPITAL
0.93125,1.00,0.499671053,1,0.911842105,0,,,,,SINGING RIVER HOSPITAL
