avgAmount,cost_percentile,quality,no_procedures_location,no_proc_percentile,income_percentile,no_procedures,description,procedure_code
267.15,0.9993,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
45.33,0.7729,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
194.95,0.9959,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
103.98,0.9658,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
28.36,0.4341,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
76.468333,0.9428,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
44.81,0.7538,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
51.99,0.8487,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
347.62,0.8871,41.5556,58,0.4852,0.33,154049,Ct head/brain w/o dye,70450
267.15,0.9993,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
353.95,0.89,41.5556,58,0.4852,0.33,154049,Ct head/brain w/o dye,70450
267.15,0.9993,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
415.28,0.9199,41.5556,58,0.4852,0.33,154049,Ct head/brain w/o dye,70450
43.746666,0.6744,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
347.62,0.8871,41.5556,58,0.4852,0.33,154049,Ct head/brain w/o dye,70450
62.545,0.2431,41.5556,58,0.4852,0.33,154049,Ct head/brain w/o dye,70450
226.915,0.7275,41.5556,58,0.4852,0.33,154049,Ct head/brain w/o dye,70450
186.04,0.6653,41.5556,58,0.4852,0.33,154049,Ct head/brain w/o dye,70450
25.45,0.1055,41.5556,58,0.4852,0.33,154049,Ct head/brain w/o dye,70450
57.491666,0.8818,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
0,0,41.5556,58,0.4852,0.33,154049,Ct head/brain w/o dye,70450
62.58,0.2437,41.5556,58,0.4852,0.33,154049,Ct head/brain w/o dye,70450
6.22,0.1091,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
105.4,0.9694,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
103.98,0.9658,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
126.38,0.5039,41.5556,58,0.4852,0.33,154049,Ct head/brain w/o dye,70450
51.99,0.8487,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
13.89,0.2381,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
103.98,0.9658,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
25.45,0.1055,41.5556,58,0.4852,0.33,154049,Ct head/brain w/o dye,70450
20.82,0.3212,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
45.29,0.7634,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
345.66,0.8864,41.5556,58,0.4852,0.33,154049,Ct head/brain w/o dye,70450
213.72,0.9975,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
345.66,0.8864,41.5556,58,0.4852,0.33,154049,Ct head/brain w/o dye,70450
105.87,0.9699,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
345.66,0.8864,41.5556,58,0.4852,0.33,154049,Ct head/brain w/o dye,70450
103.98,0.9658,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
41.850232,0.6441,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
13.65,0.2357,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
350.785,0.889,41.5556,58,0.4852,0.33,154049,Ct head/brain w/o dye,70450
20.82,0.3212,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
20.74,0.3058,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
62.665,0.2437,41.5556,58,0.4852,0.33,154049,Ct head/brain w/o dye,70450
105.87,0.9699,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
10.791538,0.2027,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
99.88,0.4176,41.5556,58,0.4852,0.33,154049,Ct head/brain w/o dye,70450
6.22,0.1091,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
345.66,0.8864,41.5556,58,0.4852,0.33,154049,Ct head/brain w/o dye,70450
24.46,0.0808,41.5556,58,0.4852,0.33,154049,Ct head/brain w/o dye,70450
105.87,0.9699,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
25.45,0.1055,41.5556,58,0.4852,0.33,154049,Ct head/brain w/o dye,70450
99.88,0.4176,41.5556,58,0.4852,0.33,154049,Ct head/brain w/o dye,70450
105.87,0.9699,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
345.66,0.8864,41.5556,58,0.4852,0.33,154049,Ct head/brain w/o dye,70450
350.785,0.889,41.5556,58,0.4852,0.33,154049,Ct head/brain w/o dye,70450
55.5725,0.8731,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
110.6575,0.4661,41.5556,58,0.4852,0.33,154049,Ct head/brain w/o dye,70450
347.62,0.8871,41.5556,58,0.4852,0.33,154049,Ct head/brain w/o dye,70450
13.89,0.2381,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
99.88,0.4176,41.5556,58,0.4852,0.33,154049,Ct head/brain w/o dye,70450
99.97,0.4283,41.5556,58,0.4852,0.33,154049,Ct head/brain w/o dye,70450
61.31625,0.9009,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
0,0,41.5556,58,0.4852,0.33,154049,Ct head/brain w/o dye,70450
103.98,0.9658,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
31.395,0.4772,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
267.15,0.9993,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
24.49,0.3789,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
267.15,0.9993,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
45.29,0.7634,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
49.756666,0.8338,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
6.52,0.1357,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
45.29,0.7634,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
14.656666,0.2427,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
14.656666,0.2427,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
105.87,0.9699,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
104.925,0.9692,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
105.87,0.9699,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
103.98,0.9658,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
45.33,0.7729,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
6.22,0.1091,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
41.125,0.5938,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
20.74,0.3058,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
51.99,0.8487,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
7.126666,0.1713,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
103.98,0.9658,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
99.88,0.7707,41.5556,17,0.2118,0.33,72500,Ct neck spine w/o dye,72125
30.68,0.5316,41.5556,17,0.2118,0.33,72500,Ct neck spine w/o dye,72125
20.453333,0.4927,41.5556,17,0.2118,0.33,72500,Ct neck spine w/o dye,72125
99.88,0.7707,41.5556,17,0.2118,0.33,72500,Ct neck spine w/o dye,72125
99.88,0.7707,41.5556,17,0.2118,0.33,72500,Ct neck spine w/o dye,72125
497.65,0.9519,41.5556,17,0.2118,0.33,72500,Ct neck spine w/o dye,72125
30.68,0.5316,41.5556,17,0.2118,0.33,72500,Ct neck spine w/o dye,72125
30.68,0.5316,41.5556,17,0.2118,0.33,72500,Ct neck spine w/o dye,72125
30.68,0.5316,41.5556,17,0.2118,0.33,72500,Ct neck spine w/o dye,72125
99.88,0.7707,41.5556,17,0.2118,0.33,72500,Ct neck spine w/o dye,72125
497.65,0.9519,41.5556,17,0.2118,0.33,72500,Ct neck spine w/o dye,72125
99.88,0.7707,41.5556,17,0.2118,0.33,72500,Ct neck spine w/o dye,72125
497.65,0.9519,41.5556,17,0.2118,0.33,72500,Ct neck spine w/o dye,72125
99.88,0.7707,41.5556,17,0.2118,0.33,72500,Ct neck spine w/o dye,72125
21.64,0.9265,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
54.6,0.9872,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
28.873333,0.9597,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
0,0,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
38.668461,0.9751,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
37.925,0.9749,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
33.59,0.972,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
12.828,0.3725,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
21.59,0.9262,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
54.6,0.9872,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
54.6,0.9872,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
13.63,0.4353,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
54.6,0.9872,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
54.6,0.9872,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
27.3,0.957,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
21.64,0.9265,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
13.85,0.4942,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
21.25,0.9243,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
43.483333,0.9794,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
0,0,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
18.365,0.8941,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
54.6,0.9872,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
21.64,0.9265,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
14.166666,0.5129,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
54.6,0.9872,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
0,0,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
12.26,0.3538,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
0,0,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
54.6,0.9872,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
0,0,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
21.64,0.9265,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
10.82,0.3168,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
25.283333,0.9413,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
21.25,0.9243,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
0,0,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
0,0,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
10.7225,0.3146,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
0,0,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
17.078,0.8192,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
16.539411,0.8014,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
15.14,0.6405,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
37.925,0.9749,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
0,0,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
2.92,0.8739,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
0,0,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
0,0,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
0,0,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
0,0,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
0,0,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
0,0,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
0,0,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
0,0,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
0,0,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
2.92,0.8739,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
0,0,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
0,0,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
23.4,0.9853,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
23.4,0.9853,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
0,0,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
0,0,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
23.4,0.9853,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
0,0,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
0,0,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
23.4,0.9853,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
0,0,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
29.886666,0.8117,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
21.42,0.5664,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
22.86,0.6418,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
0,0.0003,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
21.42,0.5664,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
58.825,0.9252,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
21.42,0.5664,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
46.62,0.8956,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
32.02,0.8363,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
21.42,0.5664,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
46.545333,0.8955,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
117.65,0.9909,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
44.906,0.8898,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
14.136,0.2396,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
11.43,0.2103,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
117.65,0.9909,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
12.8775,0.2349,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
22.86,0.6418,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
105.87,0.9699,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
58.825,0.9252,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
105.87,0.9699,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
21.42,0.5664,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
22.86,0.6418,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
117.65,0.9909,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
117.65,0.9909,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
17.606666,0.3382,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
21.42,0.5664,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
21.42,0.5664,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
21.42,0.5664,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
32.02,0.8363,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
21.42,0.5664,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
45.54,0.8912,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
22.473333,0.615,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
18.094,0.3509,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
93.6,0.977,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
46.37,0.8942,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
11.43,0.2103,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
58.825,0.9252,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
0,0.0003,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
14.28,0.2669,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
0,0.0003,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
29.425,0.8074,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
50.968571,0.9058,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
10.4,0.1796,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
21.42,0.5664,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
0,0.0003,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
21.42,0.5664,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
22.86,0.6418,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
24.49,0.3789,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
32.02,0.8363,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
33.605,0.8544,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
24.49,0.3789,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
103.98,0.9658,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
21.42,0.5664,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
54.038666,0.865,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
45.79,0.892,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
105.87,0.9699,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
21.42,0.5664,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
104.925,0.9692,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
117.65,0.9909,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
21.42,0.5664,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
32.3455,0.4896,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
21.42,0.5664,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
61.1275,0.9002,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
32.02,0.8363,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
23.42,0.3634,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
10.4,0.1796,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
26.104285,0.4032,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
15.24,0.2875,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
21.28,0.5604,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
10.4,0.1796,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
74.835,0.9551,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
21.42,0.5664,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
32.02,0.8363,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
21.42,0.5664,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
16.585,0.3142,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
46.62,0.8956,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
32.02,0.8363,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
20.82,0.3212,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
6.52,0.1357,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
45.668,0.775,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
103.98,0.9658,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
103.98,0.9658,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
0,0,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
103.98,0.9658,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
103.98,0.9658,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
75.58,0.9415,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
13.89,0.2381,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
6.52,0.1357,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
6.22,0.1091,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
6.22,0.1091,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
20.82,0.3212,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
103.98,0.9658,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
103.98,0.9658,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
22.325,0.3493,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
103.98,0.9658,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
55.1,0.8715,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
59.1825,0.8894,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
38.518,0.5713,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
32.574202,0.4926,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
49.262,0.8298,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
27.642857,0.426,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
186.51,0.9945,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
45.33,0.7729,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
65.34,0.9215,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
44.81,0.7538,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
20.82,0.3212,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
105.87,0.9699,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
20.74,0.3058,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
45.29,0.7634,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
14.656666,0.2427,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
14.656666,0.2427,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
14.656666,0.2427,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
45.29,0.7634,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
267.15,0.9993,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
