cost,quality_total,quality_care,quality_efficiency,quality_patexp,quality_outcome,discharge,provider_id,provider
0.023005032,0.948598131,0.743709561,0.981308411,0.462616822,0,0.01581596,50070,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO
0.028396837,0.521567218,0.172537743,0.001437815,0.912293314,0,0.01581596,670085,TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE
0.021926671,0.999281093,0.872753415,0,0.980948958,0,0.016534867,150177,UNITY MEDICAL AND SURGICAL HOSPITAL
0.022286125,0.11286844,0.118619698,0.759884975,0.154565061,0,0.016534867,460030,ASHLEY REGIONAL MEDICAL CENTER
0.022645579,0.902228613,0.833932423,0.981308411,0.572609633,0.369877786,0.016534867,50748,KAISER FOUNDATION HOSPITAL MANTECA
0.029475198,0.928109274,0.565061107,0.759884975,0.668583753,0.986340762,0.016534867,50690,KAISER FOUNDATION HOSPITAL-SANTA ROSA
0.043853343,0.891804457,0.092020129,0.001437815,0.932063264,0.994608196,0.017972682,390312,CANCER TREATMENT CENTERS OF AMERICA
0.013659238,0.07225018,0.078360891,0.001437815,0.620416966,0,0.018332135,370138,MEMORIAL HOSPITAL OF TEXAS COUNTY
0.046010065,0.747663551,0.230409777,0.410136592,0.941049605,0,0.018691589,450872,USMD HOSPITAL AT ARLINGTON L P
0.02767793,0.460100647,0.940690151,0.759884975,0.53271028,0.115744069,0.019051042,50541,KAISER FOUNDATION HOSPITAL - REDWOOD CITY
0.030913012,0.740115025,0.345434939,0.566498922,0.445003595,0.959741193,0.019051042,50744,ANAHEIM GLOBAL MEDICAL CENTER
0.024802301,0.888928828,0.792954709,0.94356578,0.323867721,0.800862689,0.01976995,50686,"KAISER FOUNDATION HOSPITAL, RIVERSIDE"
0.012221423,0.979870597,0.792954709,0.759884975,0.980948958,0,0.01976995,360362,TRIHEALTH EVENDALE HOSPITAL
0.039539899,0.954349389,0.078360891,0.94356578,0.960819554,0,0.01976995,130063,TREASURE VALLEY HOSPITAL
0.021567218,0.979511143,0.933141625,0.826024443,0.941049605,0,0.020848311,340148,NOVANT HEALTH MEDICAL PARK HOSPITAL
0.034507549,0.975916607,0.950035945,0.981308411,0.850107836,0.636232926,0.020848311,50609,KAISER FOUNDATION HOSPITAL - ANAHEIM
0.037383178,0.52767793,0.054996405,0.826024443,0.751976995,0,0.021567218,50434,COLUSA REGIONAL MEDICAL CENTER
0.014378145,0.991013659,0.949676492,0.826024443,0.985621855,0,0.021926671,450860,SUGAR LAND SURGICAL HOSPITAL LLP
0.017972682,0.903306973,0,0.001437815,0.924514738,0.959741193,0.021926671,220058,CLINTON HOSPITAL ASSOCIATION
0.018691589,0.977354421,0.956146657,0.759884975,0.944284687,0,0.022645579,450369,CHILDRESS REGIONAL MEDICAL CENTER
0.012580877,0.786843997,0,0.966570812,0.190150971,0.636232926,0.022645579,330111,BERTRAND CHAFFEE HOSPITAL
0.026599569,0.882099209,0.606757728,0.981308411,0.639108555,0.369877786,0.023364486,50723,KAISER FOUNDATION HOSPITAL - BALDWIN PARK
0.035226456,0.955068296,0.694823868,0.981308411,0.53271028,0.904385334,0.023364486,50767,KAISER FOUNDATION HOSPITAL - VACAVILLE
0.071890726,0.900790798,0.09705248,0.981308411,0.751976995,0,0.024083393,50189,GEORGE L MEE MEMORIAL HOSPITAL
0.030553559,0.181524083,0.067577283,0.759884975,0.212437096,0.455787203,0.024083393,440111,METRO NASHVILLE GENERAL HOSPITAL
0.018332135,0.980589504,0.293314162,0,0.978792236,0,0.024802301,370192,NORTHWEST SURGICAL HOSPITAL
0.031631919,0.735801582,0.437095615,0.94356578,0.212437096,0,0.025161754,50192,ADVENTIST MEDICAL CENTER - REEDLEY
0.026959022,0.280733285,0,0.410136592,0,0.636232926,0.025161754,450586,SEYMOUR HOSPITAL
0.035585909,0.239396118,0.620416966,0.001437815,0.424874191,0,0.025880661,150166,PINNACLE HOSPITAL
0.020129403,0.998202732,0.771746945,0.981308411,0.962616822,0,0.025880661,500148,CONFLUENCE HEALTH- WENATCHEE VALLEY HOSP & CLINICS
0.054277498,0.924874191,0.861250899,0.759884975,0.842199856,0,0.026599569,30130,BANNER IRONWOOD MEDICAL CENTER
0.040258807,0.989216391,0.914090582,0.876707405,0.965851905,0,0.026959022,370228,"BAILEY MEDICAL CENTER, LLC"
0.056074766,0.622573688,0,0.826024443,0.49604601,0.549964055,0.026959022,50423,PALO VERDE HOSPITAL
0.062904385,0.417325665,0.507548526,0.759884975,0.231128684,0,0.02767793,50067,OAK VALLEY DISTRICT HOSPITAL
0.01581596,0.983824587,0.465132998,0.981308411,0,0,0.02767793,330144,"IRA DAVENPORT MEMORIAL HOSPITAL, INC"
0.050682962,0.975557153,0.738317757,0.981308411,0.552839684,0.979151689,0.02767793,50076,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO
0.017253774,0.931344357,0.465132998,0.966570812,0.668583753,0,0.02875629,140300,PROVIDENT HOSPITAL OF CHICAGO
0.014737599,0.846153846,0.287203451,0.001437815,0.985621855,0,0.029115744,670076,HERITAGE PARK SURGICAL HOSPITAL
0.02875629,0.684040259,0.612508986,0.001437815,0.865204889,0,0.029475198,450755,COVENANT HOSPITAL LEVELLAND
0.043134436,0.972681524,0.907979871,0.876707405,0.514378145,0.994608196,0.029475198,50411,KAISER FOUNDATION HOSPITAL - SOUTH BAY
0.031991373,0.783608914,0.743709561,0.826024443,0.445003595,0,0.030194105,190079,ST CHARLES PARISH HOSPITAL
0.034148095,0.727174694,0.820273185,0.759884975,0.445003595,0.549964055,0.030553559,50561,KAISER FOUNDATION HOSPITAL - WEST LA
0.032350827,0.832854062,0,0.876707405,0.653846154,0,0.030913012,190308,ST BERNARD PARISH HOSPITAL
0.03271028,0.992810927,0.950035945,0.876707405,0.974478792,0,0.030913012,170109,MIAMI COUNTY MEDICAL CENTER
0.020488857,0.63659238,0.106038821,0.826024443,0.739755572,0,0.031631919,370171,W W HASTINGS INDIAN HOSPITAL
0.025161754,0.449317038,0.743709561,0.001437815,0.572609633,0.455787203,0.031631919,420011,CANNON MEMORIAL HOSPITAL
0.05643422,0.95147376,0.907979871,0.001437815,0.980948958,0,0.032350827,670046,USMD HOSPITAL  AT FORT WORTH LP
0.042056075,0.700934579,0.5643422,0.671099928,0.668583753,0,0.03271028,260207,OZARKS COMMUNITY HOSPITAL
0.049245147,0.037742631,0.210999281,0.410136592,0,0,0.03271028,450214,GULF COAST MEDICAL CENTER
0.024442847,0.519051042,0.113587347,0.876707405,0.514378145,0.455787203,0.033429188,190011,UNIVERSITY HEALTH CONWAY
0.02372394,0.895398994,0.694823868,0.759884975,0.947879224,0.455787203,0.033429188,190151,RICHARDSON MEDICAL CENTER
0.045650611,0.816319195,0.620416966,0.981308411,0.054996405,0.636232926,0.034148095,50072,KAISER FOUNDATION HOSPITAL - WALNUT CREEK
0.038102085,0.575844716,0.468368081,0.566498922,0.697699497,0,0.034507549,230174,NORTH OTTAWA COMMUNITY HEALTH CENTER
0.025880661,0.970524802,0.920560748,0.410136592,0.992810927,0,0.034507549,170190,MANHATTAN SURGICAL HOSPITAL LLC
0.028037383,0.506110712,0,0.410136592,0.462616822,0.861969806,0.034507549,510072,WETZEL COUNTY HOSPITAL
0.07620417,0.906542056,0.489216391,0.759884975,0.916966211,0,0.035585909,190201,LAKE AREA MEDICAL CENTER
0.020848311,0.310208483,0,0.566498922,0,0.549964055,0.035585909,450498,STEPHENS MEMORIAL HOSPITAL
0.026240115,0.993529835,0,0.94356578,0.955068296,0,0.036304817,440032,WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL
0.085909418,0.699137311,0.062185478,0.001437815,0.985621855,0,0.036304817,190303,CYPRESS POINTE SURGICAL HOSPITAL
0.075844716,0.776419842,0.215312725,0.001437815,0.968368081,0,0.036304817,670054,FOUNDATION SURGICAL HOSPITAL OF SAN ANTONIO
0.04061826,0.802659957,0.580517613,0.410136592,0.902588066,0,0.037383178,670069,METHODIST MCKINNEY HOSPITAL
0.051401869,0.852264558,0.833932423,0.001437815,0.921639109,0,0.037742631,50714,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ
0.033429188,0.529475198,0.186196981,0.94356578,0.154565061,0,0.037742631,460019,UINTAH BASIN MEDICAL CENTER
0.088425593,0.885334292,0.992810927,0.759884975,0.514378145,0,0.038461538,50528,MEMORIAL HOSPITAL LOS BANOS
0.033069734,0.98023005,0.779654925,0.966570812,0.858015816,0,0.038461538,240006,OLMSTED MEDICAL CENTER
0.012940331,0.997124371,0.771746945,0.94356578,0.985621855,0,0.038461538,170198,"SUMMIT SURGICAL, LLC"
0.03666427,0.110352265,0.231847592,0.410136592,0.380661395,0,0.039539899,390184,HIGHLANDS HOSPITAL
0.035945363,0.91876348,0.354780733,0.981308411,0.482746226,0.861969806,0.039539899,50139,KAISER FOUNDATION HOSPITAL - DOWNEY
0.045291157,0.53271028,0.661035226,0.671099928,0.401150252,0,0.040258807,500060,CASCADE VALLEY HOSPITAL
0.036304817,0.903666427,0.606757728,0.410136592,0.965851905,0,0.040258807,460026,SEVIER VALLEY MEDICAL CENTER
0.042774982,0.95938174,0.527318476,0.759884975,0.972681524,0,0.040258807,390321,SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH
0.084831057,0.397915169,0.709561467,0.566498922,0.308770669,0,0.041337168,50745,CHAPMAN GLOBAL MEDICAL CENTER
0.01976995,0.969446441,0.974478792,0.001437815,0.992810927,0,0.041696621,390323,ADVANCED SURGICAL HOSPITAL
0.029115744,0.900790798,0.501797268,0.001437815,0.992810927,0,0.042056075,390324,PHYSICIAN'S CARE SURGICAL HOSPITAL
0.063982746,0.66534867,0.051761323,0.410136592,0.968368081,0,0.042056075,370236,INTEGRIS HEALTH EDMOND
0.019410496,0.933501078,0.859094177,0.410136592,0.955068296,0,0.042056075,360355,"OHIO VALLEY MEDICAL CENTER, LLC"
0.037023724,0.989935298,0.606757728,0.966570812,0.955068296,0,0.042056075,370180,CHICKASAW NATION MEDICAL CENTER
0.015456506,0.248023005,0,0.001437815,0,0.740115025,0.042056075,450620,DIMMIT REGIONAL HOSPITAL
0.016175413,0.98813803,0.771746945,0.876707405,0.980948958,0,0.043853343,520196,OAKLEAF SURGICAL HOSPITAL
0.134795111,0.291157441,0.329978433,0.001437815,0.686196981,0,0.043853343,450877,FOUNDATION SURGICAL HOSPITAL OF EL PASO
0.033788641,0.585549964,0,0.759884975,0.60891445,0,0.043853343,10008,CRENSHAW COMMUNITY HOSPITAL
0.05248023,0.654565061,0.779654925,0.759884975,0.323867721,0,0.044931704,530032,EVANSTON REGIONAL HOSPITAL
0.041337168,0.939252336,0.964054637,0.759884975,0.801222142,0,0.045291157,360148,POMERENE HOSPITAL
0.053558591,0.180445723,0.580517613,0.410136592,0.231128684,0.268152408,0.045291157,50512,KAISER FOUNDATION HOSPITAL - FREMONT
0.046369518,0.524442847,0.507548526,0.566498922,0.620416966,0,0.046010065,390112,WINDBER HOSPITAL
0.027318476,0.987778577,0.872753415,0.981308411,0.850107836,0,0.046369518,270087,THE HEALTHCENTER
0.058231488,0.966211359,0,0.876707405,0.916966211,0,0.046369518,100048,JAY HOSPITAL
0.051761323,0.223220705,0.281452193,0.759884975,0.154565061,0,0.047088426,500084,VALLEY GENERAL HOSPITAL
0.041696621,0.926671459,0.764198418,0.826024443,0.653846154,0.940690151,0.047088426,240022,SANFORD  WORTHINGTON MEDICAL CENTER
0.031272466,0.34255931,0,0.001437815,0.811646298,0,0.047807333,450399,BROWNFIELD REGIONAL MEDICAL CENTER
0.040977714,0.557512581,0,0.759884975,0.5891445,0,0.048166786,420066,LAKE CITY COMMUNITY HOSPITAL
0.060747664,0.888209921,0,0.001437815,0.978792236,0,0.04852624,190266,THE NEUROMEDICAL CENTER HOSPITAL
0.030194105,0.864485981,0.172537743,0.410136592,0.992810927,0,0.04852624,390316,SURGICAL INSTITUTE OF READING
0.034867002,0.736520489,0.060028756,0.001437815,0.975916607,0.740115025,0.049245147,190184,CITIZENS MEDICAL CENTER
0.055715313,0.850826743,0.547447879,0.826024443,0.850107836,0.549964055,0.049604601,170074,GEARY COMMUNITY HOSPITAL
0.029834651,0.635514019,0,0.671099928,0.739755572,0,0.049964055,110100,JEFFERSON HOSPITAL
0.072969087,0.928828181,0,0.759884975,0.921639109,0,0.050323508,340084,CAROLINAS HEALTH CARE SYSTEM ANSON
0.057872035,0.591301222,0.726455787,0.410136592,0.620416966,0.549964055,0.050682962,110146,SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS
0.109633357,0.269590223,0.507548526,0.001437815,0.323867721,0.549964055,0.051042416,50747,SOUTH COAST GLOBAL MEDICAL CENTER
0.066139468,0.350107836,0.384255931,0.001437815,0.71387491,0,0.051042416,150165,FRANCISCAN HEALTHCARE - MUNSTER
0.048885694,0.796189792,0.920560748,0.001437815,0.824586628,0,0.051042416,460054,CACHE VALLEY  HOSPITAL
0.057153127,0.795111431,0.070452912,0.917325665,0.801222142,0,0.051042416,380029,SILVERTON HOSPITAL
0.070452912,0.62077642,0.172537743,0.826024443,0.639108555,0,0.051042416,20008,BARTLETT REGIONAL HOSPITAL
0.043493889,0.302659957,0.093817398,0.671099928,0.620416966,0,0.052839684,390008,ELLWOOD CITY HOSPITAL
0.065061107,0.899712437,0.260963336,0.759884975,0.947879224,0,0.053199137,60049,YAMPA VALLEY MEDICAL CENTER
0.025521208,0.990654206,0.329978433,0.981308411,0.97124371,0,0.053199137,270086,GREAT FALLS CLINIC MEDICAL CENTER
0.078720345,0.776419842,0.215312725,0.001437815,0.968368081,0,0.053199137,190270,SOUTHERN SURGICAL HOSPITAL
0.069734004,0.252336449,0.121135873,0.410136592,0.249101366,0.800862689,0.054277498,50315,KERN MEDICAL CENTER
0.044931704,0.998562185,0.966930266,0.917325665,0.985621855,0,0.054636952,390327,WELLSPAN SURGERY AND REHABILITATION HOSPITAL
0.051042416,0.714953271,0.319194824,0.759884975,0.729331416,0,0.054636952,230085,SOUTH HAVEN COMMUNITY HOSPITAL
0.047088426,0.179007908,0.51976995,0.001437815,0.5891445,0.166427031,0.054636952,170150,SOUTH CENTRAL KS  MED CENTER
0.054636952,0.702731848,0,0.826024443,0.5891445,0,0.055715313,110101,COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR
0.066498922,0.946081955,0.964054637,0.876707405,0.653846154,0,0.055715313,440131,BAPTIST MEMORIAL HOSPITAL TIPTON
0.046728972,0.951114306,0.243709561,0.981308411,0.811646298,0,0.05643422,510086,WELCH COMMUNITY HOSPITAL
0.044212797,0.652767793,0.889647735,0.759884975,0.212437096,0,0.05643422,130025,MADISON MEMORIAL HOSPITAL
0.052839684,0.917325665,0,0.001437815,0.937814522,0.959741193,0.05643422,450348,FALLS COMMUNITY HOSPITAL AND CLINIC
0.057512581,0.485621855,0.19698059,0.001437815,0,0.904385334,0.057512581,450235,MEMORIAL HOSPITAL
0.04457225,0.514018692,0,0.566498922,0,0.740115025,0.057872035,190145,LASALLE GENERAL HOSPITAL
0.087706686,0.929906542,0.709561467,0.981308411,0.49604601,0.740115025,0.058231488,50760,KAISER FOUNDATION HOSPITAL - ANTIOCH
0.092020129,0.962976276,0.872753415,0.981308411,0.514378145,0,0.058231488,500037,TOPPENISH COMMUNITY HOSPITAL
0.060028756,0.958662832,0.833932423,0.876707405,0.789719626,0.940690151,0.058231488,380005,ASANTE ASHLAND COMMUNITY HOSPITAL
0.042415528,0.981308411,0.496405464,0.981308411,0.620416966,0.994608196,0.059309849,380091,KAISER SUNNYSIDE MEDICAL CENTER
0.07225018,0.49209202,0.245147376,0.981308411,0.269230769,0.145938174,0.059309849,270032,NORTHERN MONTANA HOSPITAL
0.049964055,0.930265996,0.872753415,0.917325665,0.824586628,0.549964055,0.059309849,450219,SCOTT & WHITE HOSPITAL-LLANO
0.065420561,0.918404026,0.225377426,0.917325665,0.888928828,0,0.06038821,420072,HAMPTON REGIONAL MEDICAL CENTER
0.071531272,0.867721064,0.661035226,0.410136592,0.937814522,0,0.060747664,200025,PARKVIEW ADVENTIST MEDICAL CENTER
0.082674335,0.740115025,0.400071891,0.410136592,0.902588066,0,0.061107117,60096,VAIL VALLEY MEDICAL CENTER
0.061826024,0.934219986,0.400071891,0.966570812,0.912293314,0.455787203,0.061107117,110121,GRADY GENERAL HOSPITAL
0.075125809,0.945722502,0.898274623,0.981308411,0.249101366,0.861969806,0.061826024,50604,KAISER FOUNDATION HOSPITAL-SAN JOSE
0.067577283,0.838964774,0,0.966570812,0.269230769,0.740115025,0.062185478,380033,SACRED HEART UNIVERSITY DISTRICT
0.019051042,0.190150971,0.113587347,0.876707405,0.065061107,0,0.062185478,160101,BROADLAWNS MEDICAL CENTER
0.089863408,0.010064702,0.273544213,0.671099928,0.046010065,0.108195543,0.062185478,190005,CHARITY HOSPITAL & MEDICAL CENTER OF LOUISIANA AT
0.023364486,0.912293314,0.287203451,0.566498922,0.985621855,0,0.063263839,370212,OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SP
0.083033789,0.404744788,0.046010065,0.94356578,0.482746226,0.268152408,0.063623293,320030,ARTESIA GENERAL HOSPITAL
0.109992811,0.176851186,0.714953271,0.001437815,0.345434939,0.214953271,0.063982746,390090,WESTERN PENNSYLVANIA HOSPITAL
0.04852624,0.860172538,0,0.759884975,0,0.861969806,0.0643422,450641,NOCONA GENERAL HOSPITAL
0.056793674,0.229331416,0.043853343,0.759884975,0.620416966,0,0.064701653,320089,UNM SANDOVAL REGIONAL MEDICAL CENTER
0.067936736,0.986700216,0.928828181,0.917325665,0,0,0.065061107,440016,BAPTIST MEMORIAL HOSPITAL HUNTINGDON
0.0643422,0.853342919,0.329978433,0.566498922,0.949676492,0,0.065061107,450774,TOPS SURGICAL SPECIALTY HOSPITAL
0.055355859,0.235442128,0,0.001437815,0.780014378,0.268152408,0.065061107,250095,SOUTH SUNFLOWER COUNTY HOSPITAL
0.059309849,0.968727534,0.726455787,0.876707405,0.921639109,0,0.066139468,230078,"LAKELAND COMMUNITY HOSPITAL, WATERVLIET"
0.084471603,0.771028037,0.384255931,0.566498922,0.888928828,0,0.066139468,60076,STERLING REGIONAL MEDCENTER
0.063623293,0.66534867,0.779654925,0.410136592,0.697699497,0,0.066139468,460058,RIVERTON HOSPITAL
0.08123652,0.956146657,0,0.966570812,0.653846154,0.904385334,0.067217829,180046,BOURBON COMMUNITY HOSPITAL
0.054996405,0.840402588,0.039539899,0.917325665,0.53271028,0.986340762,0.067217829,110086,WASHINGTON COUNTY REGIONAL MEDICAL CENTER
0.047807333,0.938173976,0,0.826024443,0.895758447,0,0.067936736,190190,"CALDWELL MEMORIAL HOSPITAL, INC"
0.053918045,0.711718188,0.260963336,0.826024443,0.668583753,0,0.06829619,330132,TLC HEALTH NETWORK
0.06038821,0.519410496,0.051401869,0.001437815,0.960819554,0,0.068655643,450411,EASTLAND MEMORIAL HOSPITAL
0.069015097,0.940330697,0.829618979,0.94356578,0.895758447,0.369877786,0.068655643,150101,PARKVIEW WHITLEY HOSPITAL
0.074047448,0.021567218,0,0.001437815,0,0.369877786,0.068655643,450497,BOWIE MEMORIAL HOSPITAL
0.073687994,0.738677211,0.215312725,0.826024443,0.739755572,0,0.069734004,110135,TAYLOR REGIONAL HOSPITAL
0.094176851,0.005032351,0.129403307,0.001437815,0.121135873,0,0.070093458,440159,DELTA MEDICAL CENTER
0.099568656,0.98418404,0,0.917325665,0.941049605,0,0.070093458,440008,HENDERSON COUNTY COMMUNITY HOSPITAL
0.037742631,0.873112868,0.829618979,0.001437815,0.937814522,0,0.070093458,460057,PARK CITY MEDICAL CENTER
0.058590942,0.416606758,0,0.566498922,0.380661395,0.740115025,0.071171819,40047,FIVE RIVERS MEDICAL CENTER
0.094895758,0.983465133,0.945003595,0.981308411,0.380661395,0.992451474,0.071171819,50515,KAISER FOUNDATION HOSPITAL - SAN DIEGO
0.141265277,0.220704529,0.389647735,0.566498922,0.154565061,0.455787203,0.071890726,30022,MARICOPA MEDICAL CENTER
0.11286844,0.749101366,0.260963336,0.981308411,0.190150971,0.549964055,0.071890726,50040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER
0.115384615,0.81488138,0.507548526,0.671099928,0.842199856,0,0.071890726,60044,COLORADO PLAINS MEDICAL CENTER
0.083393242,0.978792236,0.792954709,0.759884975,0.975916607,0,0.071890726,50766,SUTTER SURGICAL HOSPITAL - NORTH VALLEY
0.093817398,0.836808052,0.231847592,0.759884975,0.902588066,0,0.073328541,450090,NORTH TEXAS MEDICAL CENTER
0.096333573,0.90690151,0.468368081,0.917325665,0.424874191,0.959741193,0.073328541,60016,CENTURA HEALTH-ST THOMAS MORE HOSPITAL
0.062185478,0.030194105,0,0.001437815,0,0.41480949,0.074047448,140019,SHELBY MEMORIAL HOSPITAL
0.117181884,0.951833214,0.726455787,0.671099928,0.957584472,0,0.074406902,420104,MOUNT PLEASANT HOSPITAL
0.070812365,0.954349389,0.329978433,0.759884975,0.985621855,0,0.074406902,60117,"ANIMAS SURGICAL HOSPITAL, LLC"
0.076923077,0.976994968,0.383537024,0.876707405,0.978792236,0,0.074406902,130066,NORTHWEST SPECIALTY HOSPITAL
0.08411215,0.960819554,0,0.94356578,0.811646298,0,0.074406902,110142,EVANS MEMORIAL HOSPITAL
0.106398275,0.85046729,0.483465133,0.917325665,0.5891445,0,0.075844716,320033,LOS ALAMOS MEDICAL CENTER
0.058950395,0.656721783,0,0.001437815,0.952911574,0.369877786,0.075844716,450460,TYLER COUNTY HOSPITAL
0.111071172,0.219985622,0.295111431,0.410136592,0.514378145,0,0.076563623,170068,SOUTHWEST MEDICAL CENTER
0.077282531,0.195542775,0.093457944,0.671099928,0.212437096,0.549964055,0.076923077,110205,NORTH GEORGIA MEDICAL CENTER
0.059669303,0.73364486,0.872753415,0.001437815,0.789719626,0,0.077282531,450845,EL PASO SPECIALTY HOSPITAL
